,clog,sp1,sp2,sv,dp1,dp1a,dp1_10,dp1_10a,dp1_50,dp1_50a,dp2,dp2a,dp2_10,dp2_10a,dp2_50,dp2_50a,dp1p2
21299,0,6408,9161,0,0,0,-1,1,-1,1,2,2,1,1,0,0,2753
21300,0,6409,9159,0,1,1,0,0,1,1,-2,2,-1,1,-2,2,2750
21301,0,6408,9161,0,-1,1,-1,1,-1,1,2,2,1,1,1,1,2753
21302,0,6408,9159,0,0,0,-1,1,0,0,-2,2,-2,2,-1,1,2751
21303,0,6409,9162,0,1,1,0,0,1,1,3,3,1,1,3,3,2753
21304,0,6409,9162,0,0,0,0,0,0,0,0,0,1,1,2,2,2753
21305,0,6408,9161,0,-1,1,0,0,-1,1,-1,1,1,1,1,1,2753
21306,0,6409,9161,0,1,1,1,1,0,0,0,0,2,2,-1,1,2752
21307,0,6408,9160,0,-1,1,0,0,-1,1,-1,1,1,1,-1,1,2752
21308,0,6408,9161,0,0,0,0,0,0,0,1,1,0,0,1,1,2753
21309,0,6409,9160,0,1,1,0,0,1,1,-1,1,1,1,-1,1,2751
21310,0,6409,9160,0,0,0,1,1,1,1,0,0,-1,1,-1,1,2751
21311,0,6409,9160,0,0,0,1,1,1,1,0,0,1,1,-1,1,2751
21312,0,6408,9160,0,-1,1,-1,1,1,1,0,0,-2,2,0,0,2752
21313,0,6408,9160,0,0,0,-1,1,0,0,0,0,-2,2,-2,2,2752
21314,0,6410,9159,0,2,2,2,2,1,1,-1,1,-2,2,-1,1,2749
21315,0,6410,9159,0,0,0,1,1,1,1,0,0,-2,2,-2,2,2749
21316,0,6410,9159,0,0,0,2,2,1,1,0,0,-1,1,-1,1,2749
21317,0,6408,9161,0,-2,2,0,0,-1,1,2,2,0,0,1,1,2753
21318,0,6408,9160,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,2752
21319,0,6410,9160,0,2,2,1,1,1,1,0,0,0,0,0,0,2750
21320,0,6409,9159,0,-1,1,0,0,0,0,-1,1,-1,1,-2,2,2750
21321,0,6409,9160,0,0,0,1,1,0,0,1,1,0,0,0,0,2751
21322,0,6409,9160,0,0,0,1,1,1,1,0,0,0,0,-1,1,2751
21323,0,6408,9160,0,-1,1,-2,2,0,0,0,0,1,1,-1,1,2752
21324,0,6410,9160,0,2,2,0,0,1,1,0,0,1,1,0,0,2750
21325,0,6408,9158,0,-2,2,-2,2,-1,1,-2,2,-1,1,-2,2,2750
21326,0,6408,9163,0,0,0,0,0,-1,1,5,5,2,2,2,2,2755
21327,0,6408,9159,0,0,0,0,0,-1,1,-4,4,-1,1,-3,3,2751
21328,0,6408,9159,0,0,0,-2,2,-1,1,0,0,-1,1,-1,1,2751
21329,0,6408,9160,0,0,0,-1,1,-1,1,1,1,1,1,0,0,2752
21330,0,6409,9162,0,1,1,0,0,0,0,2,2,2,2,2,2,2753
21331,0,6408,9162,0,-1,1,-1,1,-2,2,0,0,2,2,1,1,2754
21332,0,6409,9160,0,1,1,1,1,0,0,-2,2,0,0,-1,1,2751
21333,0,6409,9161,0,0,0,-1,1,2,2,1,1,1,1,0,0,2752
21334,0,6409,9161,0,0,0,1,1,1,1,0,0,3,3,0,0,2752
21335,0,6409,9160,0,0,0,1,1,1,1,-1,1,-3,3,-1,1,2751
21336,0,6409,9161,0,0,0,1,1,1,1,1,1,2,2,0,0,2752
21337,0,6408,9160,0,-1,1,0,0,0,0,-1,1,1,1,-1,1,2752
21338,0,6408,9159,0,0,0,0,0,-1,1,-1,1,-1,1,-2,2,2751
21339,0,6409,9160,0,1,1,0,0,0,0,1,1,-2,2,0,0,2751
21340,0,6409,9160,0,0,0,1,1,0,0,0,0,-2,2,0,0,2751
21341,0,6409,9159,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,2750
21342,0,6409,9161,0,0,0,0,0,0,0,2,2,0,0,0,0,2752
21343,0,6409,9159,0,0,0,0,0,0,0,-2,2,-2,2,-2,2,2750
21344,0,6409,9160,0,0,0,0,0,0,0,1,1,0,0,-1,1,2751
21345,0,6409,9160,0,0,0,0,0,1,1,0,0,-1,1,0,0,2751
21346,0,6409,9160,0,0,0,1,1,1,1,0,0,0,0,1,1,2751
21347,0,6408,9160,0,-1,1,0,0,0,0,0,0,1,1,1,1,2752
21348,0,6409,9160,0,1,1,0,0,1,1,0,0,0,0,-1,1,2751
21349,0,6409,9162,0,0,0,0,0,0,0,2,2,2,2,3,3,2753
21350,0,6408,9161,0,-1,1,-1,1,0,0,-1,1,2,2,0,0,2753
21351,0,6408,9160,0,0,0,-1,1,0,0,-1,1,-1,1,1,1,2752
21352,0,6408,9160,0,0,0,-1,1,-1,1,0,0,1,1,-2,2,2752
21353,0,6409,9159,0,1,1,0,0,0,0,-1,1,-1,1,-3,3,2750
21354,0,6409,9160,0,0,0,0,0,1,1,1,1,0,0,-1,1,2751
21355,0,6407,9161,0,-2,2,-2,2,-2,2,1,1,1,1,0,0,2754
21356,0,6409,9159,0,2,2,1,1,1,1,-2,2,-1,1,-1,1,2750
21357,0,6408,9160,0,-1,1,-1,1,0,0,1,1,0,0,-1,1,2752
21358,0,6408,9160,0,0,0,-1,1,-1,1,0,0,-2,2,0,0,2752
21359,0,6408,9160,0,0,0,0,0,-1,1,0,0,-1,1,0,0,2752
21360,0,6408,9159,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,2751
21361,0,6407,9160,0,-1,1,-1,1,-1,1,1,1,0,0,0,0,2753
21362,0,6410,9159,0,3,3,1,1,2,2,-1,1,0,0,-1,1,2749
21363,0,6408,9159,0,-2,2,-1,1,-2,2,0,0,-1,1,0,0,2751
21364,0,6408,9159,0,0,0,1,1,-2,2,0,0,-2,2,0,0,2751
21365,0,6409,9159,0,1,1,0,0,-1,1,0,0,0,0,0,0,2750
21366,0,6408,9159,0,-1,1,0,0,0,0,0,0,-1,1,-2,2,2751
21367,0,6408,9160,0,0,0,0,0,0,0,1,1,0,0,0,0,2752
21368,0,6409,9160,0,1,1,1,1,-1,1,0,0,0,0,0,0,2751
21369,0,6409,9158,0,0,0,1,1,0,0,-2,2,-1,1,-1,1,2749
21370,0,6409,9158,0,0,0,2,2,0,0,0,0,-2,2,-2,2,2749
21371,0,6408,9160,0,-1,1,-2,2,-1,1,2,2,1,1,0,0,2752
21372,0,6408,9160,0,0,0,0,0,0,0,0,0,1,1,0,0,2752
21373,0,6408,9158,0,0,0,0,0,-2,2,-2,2,-1,1,-2,2,2750
21374,0,6407,9158,0,-1,1,-2,2,-1,1,0,0,-1,1,0,0,2751
21375,0,6408,9161,0,1,1,0,0,0,0,3,3,2,2,-2,2,2753
21376,0,6408,9161,0,0,0,0,0,0,0,0,0,1,1,2,2,2753
21377,0,6407,9159,0,-1,1,-2,2,-1,1,-2,2,-1,1,0,0,2752
21378,0,6408,9160,0,1,1,-1,1,0,0,1,1,2,2,0,0,2752
21379,0,6409,9158,0,1,1,0,0,0,0,-2,2,0,0,-4,4,2749
21380,0,6410,9158,0,1,1,2,2,2,2,0,0,-2,2,-4,4,2748
21381,0,6409,9159,0,-1,1,1,1,0,0,1,1,-1,1,-1,1,2750
21382,0,6409,9159,0,0,0,1,1,0,0,0,0,1,1,-2,2,2750
21383,0,6409,9159,0,0,0,2,2,0,0,0,0,1,1,-2,2,2750
21384,0,6408,9158,0,-1,1,0,0,-1,1,-1,1,-3,3,-2,2,2750
21385,0,6410,9159,0,2,2,2,2,1,1,1,1,-2,2,-2,2,2749
21386,0,6407,9160,0,-3,3,0,0,-1,1,1,1,1,1,0,0,2753
21387,0,6408,9160,0,1,1,0,0,0,0,0,0,0,0,1,1,2752
21388,0,6408,9160,0,0,0,-1,1,-1,1,0,0,2,2,0,0,2752
21389,0,6407,9160,0,-1,1,-3,3,-2,2,0,0,2,2,0,0,2753
21390,0,6408,9159,0,1,1,-1,1,-1,1,-1,1,0,0,0,0,2751
21391,0,6408,9159,0,0,0,-1,1,-1,1,0,0,0,0,-2,2,2751
21392,0,6408,9159,0,0,0,-1,1,-1,1,0,0,0,0,0,0,2751
21393,0,6407,9160,0,-1,1,-1,1,-2,2,1,1,2,2,0,0,2753
21394,0,6407,9160,0,0,0,-3,3,-2,2,0,0,1,1,0,0,2753
21395,0,6409,9159,0,2,2,2,2,0,0,-1,1,-1,1,-1,1,2750
21396,0,6406,9160,0,-3,3,-2,2,-2,2,1,1,0,0,0,0,2754
21397,0,6408,9158,0,2,2,0,0,-1,1,-2,2,-2,2,-2,2,2750
21398,0,6408,9158,0,0,0,1,1,-1,1,0,0,-2,2,-4,4,2750
21399,0,6409,9159,0,1,1,1,1,1,1,1,1,0,0,-2,2,2750
21400,0,6409,9159,0,0,0,1,1,1,1,0,0,0,0,-1,1,2750
21401,0,6408,9159,0,-1,1,0,0,0,0,0,0,0,0,-1,1,2751
21402,0,6407,9159,0,-1,1,0,0,-2,2,0,0,-1,1,0,0,2752
21403,0,6407,9159,0,0,0,0,0,-2,2,0,0,-1,1,-1,1,2752
21404,0,6407,9158,0,0,0,-2,2,0,0,-1,1,-1,1,-3,3,2751
21405,0,6407,9160,0,0,0,1,1,-2,2,2,2,0,0,1,1,2753
21406,0,6407,9160,0,0,0,-1,1,-1,1,0,0,2,2,0,0,2753
21407,0,6408,9158,0,1,1,0,0,0,0,-2,2,0,0,-2,2,2750
21408,0,6408,9159,0,0,0,-1,1,0,0,1,1,0,0,-1,1,2751
21409,0,6408,9160,0,0,0,-1,1,0,0,1,1,1,1,1,1,2752
21410,0,6406,9158,0,-2,2,-2,2,-1,1,-2,2,-1,1,-2,2,2752
21411,0,6406,9159,0,0,0,-1,1,-4,4,1,1,0,0,0,0,2753
21412,0,6406,9159,0,0,0,-1,1,-2,2,0,0,0,0,0,0,2753
21413,0,6407,9159,0,1,1,0,0,-1,1,0,0,1,1,0,0,2752
21414,0,6407,9157,0,0,0,0,0,-2,2,-2,2,-3,3,-2,2,2750
21415,0,6407,9157,0,0,0,0,0,-1,1,0,0,-3,3,-2,2,2750
21416,0,6409,9158,0,2,2,1,1,1,1,1,1,0,0,-2,2,2749
21417,0,6408,9159,0,-1,1,0,0,-1,1,1,1,0,0,-1,1,2751
21418,0,6408,9159,0,0,0,0,0,-1,1,0,0,-1,1,1,1,2751
21419,0,6409,9159,0,1,1,3,3,0,0,0,0,1,1,1,1,2750
21420,0,6407,9159,0,-2,2,1,1,-1,1,0,0,0,0,-1,1,2752
21421,0,6407,9158,0,0,0,1,1,-1,1,-1,1,-1,1,-2,2,2751
21422,0,6408,9159,0,1,1,1,1,0,0,1,1,0,0,1,1,2751
21423,0,6407,9159,0,-1,1,0,0,0,0,0,0,2,2,1,1,2752
21424,0,6407,9159,0,0,0,0,0,-1,1,0,0,2,2,-2,2,2752
21425,0,6407,9160,0,0,0,-2,2,-1,1,1,1,2,2,-1,1,2753
21426,0,6408,9158,0,1,1,0,0,1,1,-2,2,-1,1,-1,1,2750
21427,0,6408,9159,0,0,0,0,0,0,0,1,1,0,0,-1,1,2751
21428,0,6408,9160,0,0,0,-1,1,-1,1,1,1,1,1,2,2,2752
21429,0,6408,9159,0,0,0,1,1,-2,2,-1,1,0,0,1,1,2751
21430,0,6408,9159,0,0,0,1,1,-1,1,0,0,1,1,0,0,2751
21431,0,6407,9160,0,-1,1,-1,1,-2,2,1,1,1,1,1,1,2753
21432,0,6407,9160,0,0,0,0,0,-2,2,0,0,1,1,1,1,2753
21433,0,6407,9159,0,0,0,0,0,-1,1,-1,1,0,0,1,1,2752
21434,0,6407,9158,0,0,0,0,0,-3,3,-1,1,-2,2,-1,1,2751
21435,0,6407,9158,0,0,0,-1,1,0,0,0,0,0,0,-2,2,2751
21436,0,6407,9158,0,0,0,-1,1,-1,1,0,0,-1,1,-2,2,2751
21437,0,6408,9159,0,1,1,0,0,0,0,1,1,-1,1,-1,1,2751
21438,0,6408,9159,0,0,0,0,0,1,1,0,0,0,0,-1,1,2751
21439,0,6407,9160,0,-1,1,-1,1,-1,1,1,1,1,1,1,1,2753
21440,0,6408,9160,0,1,1,1,1,0,0,0,0,0,0,1,1,2752
21441,0,6407,9159,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0,2752
21442,0,6407,9159,0,0,0,0,0,0,0,0,0,0,0,-1,1,2752
21443,0,6406,9159,0,-1,1,-1,1,-1,1,0,0,1,1,-1,1,2753
21444,0,6407,9158,0,1,1,0,0,-2,2,-1,1,0,0,-1,1,2751
21445,0,6407,9159,0,0,0,0,0,1,1,1,1,1,1,-1,1,2752
21446,0,6407,9159,0,0,0,-1,1,-1,1,0,0,0,0,1,1,2752
21447,0,6406,9159,0,-1,1,-2,2,-2,2,0,0,0,0,1,1,2753
21448,0,6406,9159,0,0,0,-1,1,-3,3,0,0,-1,1,0,0,2753
21449,0,6408,9158,0,2,2,0,0,-1,1,-1,1,-2,2,-1,1,2750
21450,0,6408,9158,0,0,0,1,1,0,0,0,0,-1,1,-1,1,2750
21451,0,6407,9159,0,-1,1,0,0,0,0,1,1,0,0,0,0,2752
21452,0,6406,9160,0,-1,1,0,0,-1,1,1,1,1,1,1,1,2754
21453,0,6407,9158,0,1,1,0,0,0,0,-2,2,0,0,0,0,2751
21454,0,6407,9158,0,0,0,0,0,0,0,0,0,-1,1,-2,2,2751
21455,0,6407,9157,0,0,0,0,0,0,0,-1,1,-2,2,-3,3,2750
21456,0,6406,9159,0,-1,1,0,0,-2,2,2,2,0,0,1,1,2753
21457,0,6407,9159,0,1,1,1,1,-1,1,0,0,0,0,0,0,2752
21458,0,6408,9158,0,1,1,0,0,0,0,-1,1,0,0,-2,2,2750
21459,0,6408,9160,0,0,0,0,0,2,2,2,2,2,2,2,2,2752
21460,0,6408,9160,0,0,0,1,1,2,2,0,0,1,1,1,1,2752
21461,0,6408,9158,0,0,0,2,2,2,2,-2,2,-2,2,-1,1,2750
21462,0,6407,9159,0,-1,1,0,0,0,0,1,1,1,1,0,0,2752
21463,0,6407,9158,0,0,0,0,0,0,0,-1,1,0,0,1,1,2751
21464,0,6407,9160,0,0,0,0,0,0,0,2,2,3,3,3,3,2753
21465,0,6407,9159,0,0,0,1,1,-2,2,-1,1,0,0,1,1,2752
21466,0,6407,9159,0,0,0,0,0,-1,1,0,0,0,0,0,0,2752
21467,0,6407,9157,0,0,0,-1,1,-1,1,-2,2,-1,1,-2,2,2750
21468,0,6407,9158,0,0,0,-1,1,-2,2,1,1,-2,2,-1,1,2751
21469,0,6407,9160,0,0,0,-1,1,0,0,2,2,0,0,1,1,2753
21470,0,6407,9158,0,0,0,-1,1,0,0,-2,2,0,0,0,0,2751
21471,0,6408,9159,0,1,1,1,1,0,0,1,1,0,0,0,0,2751
21472,0,6408,9159,0,0,0,1,1,1,1,0,0,1,1,0,0,2751
21473,0,6407,9159,0,-1,1,0,0,0,0,0,0,-1,1,0,0,2752
21474,0,6408,9158,0,1,1,1,1,1,1,-1,1,-1,1,-2,2,2750
21475,0,6407,9158,0,-1,1,0,0,-1,1,0,0,-1,1,0,0,2751
21476,0,6407,9159,0,0,0,0,0,-1,1,1,1,2,2,0,0,2752
21477,0,6406,9158,0,-1,1,-1,1,-2,2,-1,1,0,0,-2,2,2752
21478,0,6406,9158,0,0,0,-1,1,-2,2,0,0,-2,2,-1,1,2752
21479,0,6406,9158,0,0,0,-1,1,-2,2,0,0,0,0,-1,1,2752
21480,0,6406,9160,0,0,0,-2,2,-1,1,2,2,1,1,0,0,2754
21481,0,6407,9158,0,1,1,-1,1,0,0,-2,2,-1,1,-2,2,2751
21482,0,6408,9158,0,1,1,1,1,1,1,0,0,-1,1,-1,1,2750
21483,0,6408,9158,0,0,0,0,0,1,1,0,0,0,0,0,0,2750
21484,0,6408,9158,0,0,0,1,1,1,1,0,0,0,0,0,0,2750
21485,0,6406,9159,0,-2,2,-1,1,-1,1,1,1,0,0,1,1,2753
21486,0,6407,9159,0,1,1,1,1,-1,1,0,0,1,1,0,0,2752
21487,0,6406,9159,0,-1,1,0,0,-2,2,0,0,1,1,0,0,2753
21488,0,6407,9158,0,1,1,1,1,0,0,-1,1,0,0,-2,2,2751
21489,0,6408,9158,0,1,1,2,2,0,0,0,0,-2,2,-2,2,2750
21490,0,6408,9158,0,0,0,1,1,1,1,0,0,0,0,-1,1,2750
21491,0,6407,9158,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,2751
21492,0,6406,9159,0,-1,1,-2,2,0,0,1,1,1,1,0,0,2753
21493,0,6407,9157,0,1,1,-1,1,0,0,-2,2,-1,1,-1,1,2750
21494,0,6406,9159,0,-1,1,0,0,-1,1,2,2,0,0,0,0,2753
21495,0,6408,9158,0,2,2,1,1,1,1,-1,1,-1,1,-1,1,2750
21496,0,6408,9158,0,0,0,2,2,2,2,0,0,-1,1,-1,1,2750
21497,0,6409,9158,0,1,1,2,2,3,3,0,0,0,0,-1,1,2749
21498,0,6406,9159,0,-3,3,-2,2,-2,2,1,1,1,1,1,1,2753
21499,0,6407,9156,0,1,1,-1,1,-1,1,-3,3,-2,2,-2,2,2749
21500,0,6406,9157,0,-1,1,-1,1,-1,1,1,1,-1,1,-2,2,2751
21501,0,6407,9157,0,1,1,1,1,1,1,0,0,-2,2,-3,3,2750
21502,0,6407,9157,0,0,0,0,0,0,0,0,0,0,0,-1,1,2750
21503,0,6407,9157,0,0,0,1,1,0,0,0,0,-2,2,-1,1,2750
21504,0,6406,9157,0,-1,1,-2,2,-1,1,0,0,-1,1,0,0,2751
21505,0,6407,9157,0,1,1,-1,1,1,1,0,0,-1,1,-2,2,2750
21506,0,6406,9158,0,-1,1,-3,3,-1,1,1,1,0,0,-1,1,2752
21507,0,6406,9158,0,0,0,0,0,-2,2,0,0,-1,1,0,0,2752
21508,0,6406,9158,0,0,0,-1,1,-2,2,0,0,2,2,-2,2,2752
21509,0,6407,9159,0,1,1,1,1,-1,1,1,1,2,2,-1,1,2752
21510,0,6407,9159,0,0,0,0,0,-1,1,0,0,2,2,1,1,2752
21511,0,6406,9157,0,-1,1,-1,1,-1,1,-2,2,0,0,-2,2,2751
21512,0,6406,9158,0,0,0,-1,1,-1,1,1,1,1,1,0,0,2752
21513,0,6407,9157,0,1,1,1,1,0,0,-1,1,0,0,-3,3,2750
21514,0,6407,9157,0,0,0,0,0,0,0,0,0,0,0,-2,2,2750
21515,0,6407,9157,0,0,0,1,1,0,0,0,0,-1,1,-2,2,2750
21516,0,6405,9159,0,-2,2,-1,1,-2,2,2,2,1,1,2,2,2754
21517,0,6407,9159,0,2,2,1,1,0,0,0,0,1,1,1,1,2752
21518,0,6407,9158,0,0,0,0,0,0,0,-1,1,-1,1,-2,2,2751
21519,0,6408,9156,0,1,1,1,1,1,1,-2,2,-3,3,-2,2,2748
21520,0,6408,9156,0,0,0,2,2,0,0,0,0,-1,1,-3,3,2748
21521,0,6407,9158,0,-1,1,1,1,-1,1,2,2,0,0,-1,1,2751
21522,0,6406,9157,0,-1,1,-1,1,-1,1,-1,1,0,0,-2,2,2751
21523,0,6406,9156,0,0,0,-1,1,-2,2,-1,1,-1,1,-2,2,2750
21524,0,6406,9157,0,0,0,-1,1,-1,1,1,1,0,0,-1,1,2751
21525,0,6405,9158,0,-1,1,0,0,-2,2,1,1,-1,1,-1,1,2753
21526,0,6405,9158,0,0,0,-2,2,-1,1,0,0,-1,1,0,0,2753
21527,0,6406,9158,0,1,1,-1,1,0,0,0,0,0,0,0,0,2752
21528,0,6406,9157,0,0,0,-2,2,0,0,-1,1,1,1,-1,1,2751
21529,0,6406,9157,0,0,0,-2,2,0,0,0,0,1,1,-3,3,2751
21530,0,6407,9157,0,1,1,0,0,0,0,0,0,-1,1,-1,1,2750
21531,0,6406,9157,0,-1,1,0,0,-2,2,0,0,0,0,-1,1,2751
21532,0,6406,9157,0,0,0,0,0,-2,2,0,0,1,1,-1,1,2751
21533,0,6406,9158,0,0,0,0,0,-2,2,1,1,1,1,0,0,2752
21534,0,6407,9157,0,1,1,2,2,1,1,-1,1,-1,1,-2,2,2750
21535,0,6406,9157,0,-1,1,1,1,-1,1,0,0,-1,1,-2,2,2751
21536,0,6406,9158,0,0,0,0,0,0,0,1,1,0,0,-1,1,2752
21537,0,6406,9157,0,0,0,0,0,-1,1,-1,1,0,0,-1,1,2751
21538,0,6406,9157,0,0,0,0,0,-2,2,0,0,0,0,-1,1,2751
21539,0,6407,9158,0,1,1,0,0,-1,1,1,1,1,1,0,0,2751
21540,0,6407,9158,0,0,0,1,1,0,0,0,0,1,1,0,0,2751
21541,0,6407,9158,0,0,0,1,1,1,1,0,0,1,1,-1,1,2751
21542,0,6405,9156,0,-2,2,-1,1,-2,2,-2,2,-2,2,-1,1,2751
21543,0,6406,9158,0,1,1,-1,1,0,0,2,2,1,1,-1,1,2752
21544,0,6406,9158,0,0,0,0,0,-2,2,0,0,1,1,0,0,2752
21545,0,6406,9157,0,0,0,0,0,-2,2,-1,1,-1,1,-1,1,2751
21546,0,6407,9156,0,1,1,1,1,-2,2,-1,1,-1,1,-2,2,2749
21547,0,6405,9156,0,-2,2,-1,1,-1,1,0,0,-1,1,-3,3,2751
21548,0,6407,9157,0,2,2,0,0,0,0,1,1,-1,1,1,1,2750
21549,0,6406,9157,0,-1,1,-1,1,0,0,0,0,-1,1,0,0,2751
21550,0,6406,9157,0,0,0,-1,1,-1,1,0,0,-1,1,0,0,2751
21551,0,6406,9156,0,0,0,1,1,-1,1,-1,1,0,0,-1,1,2750
21552,0,6406,9158,0,0,0,0,0,-1,1,2,2,0,0,1,1,2752
21553,0,6406,9156,0,0,0,0,0,0,0,-2,2,-2,2,-1,1,2750
21554,0,6406,9158,0,0,0,0,0,-1,1,2,2,1,1,1,1,2752
21555,0,6407,9158,0,1,1,0,0,1,1,0,0,2,2,0,0,2751
21556,0,6407,9158,0,0,0,2,2,1,1,0,0,2,2,0,0,2751
21557,0,6406,9157,0,-1,1,-1,1,0,0,-1,1,0,0,-1,1,2751
21558,0,6406,9157,0,0,0,0,0,-1,1,0,0,0,0,-2,2,2751
21559,0,6406,9157,0,0,0,0,0,-1,1,0,0,0,0,-2,2,2751
21560,0,6406,9157,0,0,0,0,0,0,0,0,0,1,1,0,0,2751
21561,0,6406,9157,0,0,0,0,0,0,0,0,0,-1,1,-1,1,2751
21562,0,6406,9157,0,0,0,0,0,-1,1,0,0,1,1,0,0,2751
21563,0,6405,9160,0,-1,1,-1,1,-2,2,3,3,2,2,3,3,2755
21564,0,6407,9157,0,2,2,0,0,0,0,-3,3,-1,1,0,0,2750
21565,0,6407,9156,0,0,0,0,0,2,2,-1,1,-2,2,-3,3,2749
21566,0,6406,9158,0,-1,1,0,0,-1,1,2,2,1,1,-1,1,2752
21567,0,6405,9157,0,-1,1,-1,1,-2,2,-1,1,0,0,-1,1,2752
21568,0,6405,9157,0,0,0,-1,1,-3,3,0,0,0,0,1,1,2752
21569,0,6406,9158,0,1,1,0,0,-2,2,1,1,1,1,2,2,2752
21570,0,6407,9157,0,1,1,1,1,0,0,-1,1,0,0,-1,1,2750
21571,0,6407,9156,0,0,0,1,1,1,1,-1,1,-1,1,-1,1,2749
21572,0,6405,9157,0,-2,2,0,0,-1,1,1,1,-3,3,1,1,2752
21573,0,6406,9156,0,1,1,-1,1,0,0,-1,1,-1,1,-1,1,2750
21574,0,6406,9156,0,0,0,-1,1,1,1,0,0,0,0,-2,2,2750
21575,0,6406,9158,0,0,0,0,0,1,1,2,2,0,0,0,0,2752
21576,0,6406,9157,0,0,0,1,1,0,0,-1,1,0,0,-1,1,2751
21577,0,6406,9158,0,0,0,1,1,0,0,1,1,1,1,1,1,2752
21578,0,6407,9156,0,1,1,1,1,1,1,-2,2,-2,2,-1,1,2749
21579,0,6408,9158,0,1,1,1,1,1,1,2,2,1,1,1,1,2750
21580,0,6408,9158,0,0,0,1,1,2,2,0,0,2,2,1,1,2750
21581,0,6407,9155,0,-1,1,2,2,1,1,-3,3,-2,2,-2,2,2748
21582,0,6405,9158,0,-2,2,-1,1,-1,1,3,3,2,2,0,0,2753
21583,0,6405,9157,0,0,0,-1,1,-2,2,-1,1,1,1,0,0,2752
21584,0,6406,9157,0,1,1,0,0,0,0,0,0,-1,1,0,0,2751
21585,0,6406,9156,0,0,0,0,0,0,0,-1,1,-1,1,-2,2,2750
21586,0,6406,9156,0,0,0,0,0,0,0,0,0,-2,2,-1,1,2750
21587,0,6406,9156,0,0,0,-1,1,0,0,0,0,0,0,-1,1,2750
21588,0,6405,9156,0,-1,1,-3,3,-2,2,0,0,-2,2,-2,2,2751
21589,0,6405,9156,0,0,0,-3,3,-2,2,0,0,-2,2,-2,2,2751
21590,0,6406,9157,0,1,1,-1,1,-1,1,1,1,2,2,-1,1,2751
21591,0,6406,9156,0,0,0,1,1,1,1,-1,1,-2,2,0,0,2750
21592,0,6406,9156,0,0,0,1,1,0,0,0,0,-1,1,-2,2,2750
21593,0,6405,9157,0,-1,1,-1,1,-1,1,1,1,0,0,-1,1,2752
21594,0,6405,9156,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,2751
21595,0,6406,9158,0,1,1,0,0,-1,1,2,2,2,2,2,2,2752
21596,0,6407,9157,0,1,1,1,1,2,2,-1,1,1,1,1,1,2750
21597,0,6407,9156,0,0,0,2,2,0,0,-1,1,0,0,-1,1,2749
21598,0,6407,9156,0,0,0,2,2,1,1,0,0,0,0,-1,1,2749
21599,0,6406,9157,0,-1,1,0,0,0,0,1,1,0,0,0,0,2751
21600,0,6405,9158,0,-1,1,-1,1,-1,1,1,1,2,2,2,2,2753
21601,0,6405,9156,0,0,0,-1,1,-1,1,-2,2,0,0,-2,2,2751
21602,0,6406,9156,0,1,1,1,1,0,0,0,0,-1,1,0,0,2750
21603,0,6404,9157,0,-2,2,-1,1,-2,2,1,1,1,1,-1,1,2753
21604,0,6404,9157,0,0,0,-2,2,-3,3,0,0,-1,1,-1,1,2753
21605,0,6406,9158,0,2,2,-1,1,-1,1,1,1,1,1,0,0,2752
21606,0,6406,9158,0,0,0,-1,1,0,0,0,0,2,2,1,1,2752
21607,0,6406,9159,0,0,0,-1,1,0,0,1,1,3,3,2,2,2753
21608,0,6405,9157,0,-1,1,-1,1,-1,1,-2,2,0,0,0,0,2752
21609,0,6405,9156,0,0,0,0,0,-1,1,-1,1,-2,2,-1,1,2751
21610,0,6405,9156,0,0,0,0,0,-1,1,0,0,0,0,-1,1,2751
21611,0,6406,9158,10000,1,1,0,0,0,0,2,2,2,2,1,1,2752
21612,0,6406,9156,10000,0,0,2,2,1,1,-2,2,-1,1,-4,4,2750
21613,0,6406,9156,10000,0,0,2,2,-1,1,0,0,-1,1,-1,1,2750
21614,0,6410,9156,10000,4,4,4,4,3,3,0,0,-2,2,0,0,2746
21615,0,6413,9156,10000,3,3,7,7,7,7,0,0,-2,2,-2,2,2743
21616,0,6413,9156,10000,0,0,7,7,8,8,0,0,-3,3,-1,1,2743
21617,0,6419,9156,10000,6,6,14,14,14,14,0,0,-1,1,-1,1,2737
21618,0,6426,9155,10000,7,7,21,21,20,20,-1,1,-1,1,-3,3,2729
21619,0,6439,9157,10000,13,13,34,34,32,32,2,2,1,1,0,0,2718
21620,0,6507,9158,10000,68,68,101,101,100,100,1,1,0,0,2,2,2651
21621,0,6575,9157,10000,68,68,169,169,170,170,-1,1,1,1,0,0,2582
21622,0,6575,9157,10000,0,0,169,169,169,169,0,0,1,1,1,1,2582
21623,0,6638,9158,10000,63,63,228,228,232,232,1,1,2,2,2,2,2520
21624,0,6702,9160,10000,64,64,289,289,296,296,2,2,4,4,2,2,2458
21625,0,6761,9159,10000,59,59,348,348,355,355,-1,1,3,3,2,2,2398
21626,0,6821,9161,10000,60,60,402,402,415,415,2,2,5,5,3,3,2340
21627,0,6878,9161,10000,57,57,452,452,471,471,0,0,6,6,5,5,2283
