clog,sp1,sp2,sv,dp1,dp1a,dp1_10,dp1_10a,dp1_30,dp1_30a,dp1_50,dp1_50a,dp1_70,dp1_70a,dp2,dp2a,dp2_10,dp2_10a,dp2_30,dp2_30a,dp2_50,dp2_50a,dp2_70,dp2_70a,dp1p2
0,6374,9163,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,2789
0,6373,9163,0,-1,1,-1,1,-2,2,-2,2,-2,2,0,0,1,1,-2,1,0,0,-2,2,2790
0,6374,9162,0,1,1,0,0,0,0,-2,2,-1,1,-1,1,0,0,0,0,-2,2,-1,1,2788
0,6375,9162,0,1,1,1,1,1,1,0,0,1,1,0,0,-1,1,1,1,-1,1,1,1,2787
0,6375,9163,0,0,0,1,1,1,1,1,1,-2,2,1,1,0,0,1,0,0,0,-2,2,2788
0,6375,9163,0,0,0,1,1,0,0,1,1,-2,2,0,0,0,0,0,0,2,2,-2,2,2788
0,6374,9162,0,-1,1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,2788
0,6375,9162,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,1,2787
0,6374,9162,0,-1,1,0,0,0,0,2,2,0,0,0,0,-1,1,0,1,-1,1,0,0,2788
0,6374,9161,0,0,0,0,0,-1,1,-1,1,-2,2,-1,1,-2,2,-1,2,-1,1,-2,2,2787
0,6375,9164,0,1,1,2,2,0,0,1,1,1,1,3,3,1,1,0,1,1,1,1,1,2789
0,6375,9164,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,2,1,1,0,0,2789
0,6376,9162,0,1,1,1,1,1,1,1,1,1,1,-2,2,0,0,1,0,-1,1,1,1,2786
0,6375,9160,0,-1,1,0,0,0,0,-1,1,0,0,-2,2,-3,3,0,3,-3,3,0,0,2785
0,6374,9162,0,-1,1,-1,1,0,0,1,1,-1,1,2,2,-1,1,0,1,-1,1,-1,1,2788
0,6373,9160,0,-1,1,-1,1,-2,2,-1,1,-1,1,-2,2,-2,2,-2,2,-3,3,-1,1,2787
0,6374,9163,0,1,1,-1,1,-1,1,1,1,0,0,3,3,1,1,-1,1,0,0,0,0,2789
0,6374,9163,0,0,0,0,0,1,1,-1,1,-2,2,0,0,1,1,1,1,0,0,-2,2,2789
0,6374,9163,0,0,0,0,0,-1,1,-1,1,0,0,0,0,2,2,-1,2,0,0,0,0,2789
0,6373,9162,0,-1,1,-2,2,-1,1,-2,2,-1,1,-1,1,-2,2,-1,2,-1,1,-1,1,2789
0,6375,9163,0,2,2,0,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,1,1,2788
0,6375,9160,0,0,0,-1,1,1,1,0,0,0,0,-3,3,-2,2,1,2,-3,3,0,0,2785
0,6374,9163,0,-1,1,-1,1,0,0,0,0,-2,2,3,3,3,3,0,3,0,0,-2,2,2789
0,6374,9163,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,0,-1,1,2789
0,6371,9163,0,-3,3,-2,2,-3,3,-3,3,-3,3,0,0,3,3,-3,3,0,0,-3,3,2792
0,6374,9163,0,3,3,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,2789
0,6374,9162,0,0,0,0,0,0,0,-1,1,0,0,-1,1,-1,1,0,1,-1,1,0,0,2788
0,6374,9161,0,0,0,0,0,0,0,0,0,0,0,-1,1,-2,2,0,2,-3,3,0,0,2787
0,6374,9162,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,-1,1,2,2,2788
0,6374,9162,0,0,0,-1,1,0,0,-1,1,-1,1,0,0,-1,1,0,1,1,1,-1,1,2788
0,6374,9162,0,0,0,-1,1,1,1,-1,1,0,0,0,0,2,2,1,2,1,1,0,0,2788
0,6375,9162,0,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,0,0,2787
0,6374,9162,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,-1,1,2788
0,6375,9163,0,1,1,4,4,0,0,0,0,-1,1,1,1,0,0,0,0,-1,1,-1,1,2788
0,6375,9163,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,2,2,2788
0,6375,9163,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,2788
0,6374,9164,0,-1,1,0,0,-1,1,-1,1,1,1,1,1,3,3,-1,3,2,2,1,1,2790
0,6374,9161,0,0,0,0,0,0,0,1,1,-1,1,-3,3,-1,1,0,1,-2,2,-1,1,2787
0,6376,9161,0,2,2,2,2,2,2,1,1,1,1,0,0,-1,1,2,1,-2,2,1,1,2785
0,6373,9161,0,-3,3,-1,1,-2,2,-1,1,-2,2,0,0,-1,1,-2,1,-1,1,-2,2,2788
0,6374,9162,0,1,1,-1,1,-1,1,0,0,-1,1,1,1,0,0,-1,0,0,0,-1,1,2788
0,6374,9162,0,0,0,0,0,-2,2,0,0,-1,1,0,0,0,0,-2,0,0,0,-1,1,2788
0,6374,9162,0,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,2788
0,6374,9163,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2789
0,6374,9162,0,0,0,-1,1,1,1,0,0,0,0,-1,1,-1,1,1,1,-1,1,0,0,2788
0,6375,9162,0,1,1,1,1,1,1,1,1,0,0,0,0,-2,2,1,2,-1,1,0,0,2787
0,6374,9162,0,-1,1,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,-1,1,-1,1,2788
0,6374,9162,0,0,0,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,0,0,2788
0,6375,9161,0,1,1,2,2,2,2,1,1,1,1,-1,1,0,0,2,0,-2,2,1,1,2786
0,6374,9161,0,-1,1,0,0,-1,1,0,0,-1,1,0,0,-1,1,-1,1,-2,2,-1,1,2787
0,6374,9162,0,0,0,0,0,-1,1,1,1,-1,1,1,1,0,0,-1,0,-1,1,-1,1,2788
0,6374,9164,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,0,0,2790
0,6375,9161,0,1,1,1,1,1,1,0,0,0,0,-3,3,-2,2,1,2,-1,1,0,0,2786
0,6375,9161,0,0,0,1,1,4,4,0,0,0,0,0,0,-1,1,4,1,-2,2,0,0,2786
0,6374,9162,0,-1,1,-1,1,0,0,-1,1,0,0,1,1,0,0,0,0,-1,1,0,0,2788
0,6374,9161,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,2787
0,6375,9162,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2787
0,6374,9162,0,-1,1,-1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,2788
0,6374,9162,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,1,1,-1,1,2788
0,6374,9162,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-2,2,0,0,2788
0,6374,9161,0,0,0,0,0,-1,1,-1,1,0,0,-1,1,-3,3,-1,3,-3,3,0,0,2787
0,6374,9161,0,0,0,-1,1,0,0,-2,2,0,0,0,0,0,0,0,0,-1,1,0,0,2787
0,6374,9160,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,0,0,2786
0,6374,9161,0,0,0,0,0,-1,1,0,0,0,0,1,1,-1,1,-1,1,-1,1,0,0,2787
0,6375,9162,0,1,1,1,1,0,0,2,2,1,1,1,1,1,1,0,1,2,2,1,1,2787
0,6375,9162,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,1,1,1,2787
0,6374,9163,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2789
0,6375,9162,0,1,1,1,1,-1,1,1,1,1,1,-1,1,0,0,-1,0,-1,1,1,1,2787
0,6375,9161,0,0,0,1,1,2,2,2,2,1,1,-1,1,-1,1,2,1,-1,1,1,1,2786
0,6374,9160,0,-1,1,0,0,0,0,-1,1,0,0,-1,1,-1,1,0,1,-3,3,0,0,2786
0,6374,9161,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,1,1,1,1,2787
0,6374,9161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-2,2,0,0,2787
0,6375,9162,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,0,2787
0,6374,9162,0,-1,1,-1,1,0,0,3,3,-1,1,0,0,0,0,0,0,-1,1,-1,1,2788
0,6374,9162,0,0,0,-1,1,-1,1,0,0,-1,1,0,0,0,0,-1,0,-1,1,-1,1,2788
0,6374,9159,0,0,0,0,0,0,0,0,0,0,0,-3,3,-4,4,0,4,-3,3,0,0,2785
0,6373,9160,0,-1,1,-2,2,-1,1,-1,1,-2,2,1,1,-2,2,-1,2,-1,1,-2,2,2787
0,6373,9160,0,0,0,-2,2,-2,2,-1,1,-1,1,0,0,-1,1,-2,1,-2,2,-1,1,2787
0,6375,9160,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,-2,2,1,1,2785
0,6374,9162,0,-1,1,0,0,0,0,0,0,-1,1,2,2,1,1,0,1,0,0,-1,1,2788
0,6374,9160,0,0,0,0,0,0,0,-1,1,-1,1,-2,2,-1,1,0,1,-2,2,-1,1,2786
0,6374,9160,0,0,0,-1,1,-1,1,0,0,-2,2,0,0,-2,2,-1,2,-2,2,-2,2,2786
0,6374,9162,0,0,0,0,0,-1,1,-1,1,-1,1,2,2,0,0,-1,0,-1,1,-1,1,2788
0,6374,9162,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,2788
0,6374,9162,0,0,0,0,0,0,0,-1,1,1,1,0,0,3,3,0,3,-1,1,1,1,2788
0,6373,9160,0,-1,1,0,0,-2,2,-1,1,-1,1,-2,2,0,0,-2,0,-4,4,-1,1,2787
0,6375,9161,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2786
0,6372,9161,0,-3,3,-3,3,-2,2,-4,4,-2,2,0,0,1,1,-2,1,0,0,-2,2,2789
0,6374,9161,0,2,2,0,0,0,0,1,1,1,1,0,0,-1,1,0,1,0,0,1,1,2787
0,6374,9161,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,-1,1,-1,1,2787
0,6376,9161,0,2,2,2,2,2,2,2,2,1,1,0,0,1,1,2,1,-1,1,1,1,2785
0,6374,9161,0,-2,2,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,0,0,2787
0,6375,9161,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,-2,2,1,1,2786
0,6374,9161,0,-1,1,0,0,-1,1,0,0,3,3,0,0,-1,1,-1,1,-1,1,3,3,2787
0,6375,9161,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,1,-1,1,1,1,2786
0,6375,9161,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,1,1,1,2786
0,6373,9160,0,-2,2,1,1,-2,2,-1,1,-1,1,-1,1,-1,1,-2,1,-2,2,-1,1,2787
0,6373,9160,0,0,0,-1,1,-2,2,-2,2,-1,1,0,0,-1,1,-2,1,-1,1,-1,1,2787
0,6374,9161,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2787
0,6374,9162,0,0,0,-2,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2788
0,6373,9160,0,-1,1,-1,1,-1,1,-1,1,-2,2,-2,2,-1,1,-1,1,-4,4,-2,2,2787
0,6373,9160,0,0,0,-2,2,-2,2,-2,2,-1,1,0,0,-1,1,-2,1,-1,1,-1,1,2787
0,6373,9161,0,0,0,-1,1,-1,1,-2,2,-2,2,1,1,0,0,-1,0,0,0,-2,2,2788
0,6374,9163,0,1,1,-1,1,0,0,0,0,-1,1,2,2,2,2,0,2,1,1,-1,1,2789
0,6373,9160,0,-1,1,-2,2,-1,1,-1,1,-2,2,-3,3,-1,1,-1,1,-1,1,-2,2,2787
0,6372,9161,0,-1,1,-1,1,-1,1,-3,3,-2,2,1,1,1,1,-1,1,-1,1,-2,2,2789
0,6374,9161,0,2,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,1,0,0,2787
0,6374,9161,0,0,0,0,0,-1,1,0,0,-2,2,0,0,0,0,-1,0,-1,1,-2,2,2787
0,6374,9160,0,0,0,0,0,0,0,0,0,1,1,-1,1,-2,2,0,2,-2,2,1,1,2786
0,6375,9162,0,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2787
0,6375,9160,0,0,0,2,2,1,1,1,1,1,1,-2,2,0,0,1,0,-1,1,1,1,2785
0,6374,9160,0,-1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,2786
0,6374,9162,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,1,0,1,1,1,0,0,2788
0,6374,9162,0,0,0,1,1,0,0,-1,1,0,0,0,0,2,2,0,2,0,0,0,0,2788
0,6373,9161,0,-1,1,1,1,0,0,-2,2,-2,2,-1,1,0,0,0,0,-1,1,-2,2,2788
0,6373,9160,0,0,0,-1,1,-2,2,-1,1,-1,1,-1,1,-1,1,-2,1,-3,3,-1,1,2787
0,6373,9160,0,0,0,-1,1,1,1,-2,2,-1,1,0,0,-1,1,1,1,-2,2,-1,1,2787
0,6374,9160,0,1,1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,2786
0,6375,9160,0,1,1,0,0,1,1,1,1,1,1,0,0,-2,2,1,2,0,0,1,1,2785
0,6375,9160,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,-1,0,-1,1,1,1,2785
0,6374,9159,0,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-2,2,0,0,2785
0,6374,9161,0,0,0,0,0,-1,1,-1,1,-1,1,2,2,-1,1,-1,1,-1,1,-1,1,2787
0,6375,9161,0,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,0,0,2786
0,6373,9162,0,-2,2,0,0,-2,2,-1,1,-1,1,1,1,1,1,-2,1,0,0,-1,1,2789
0,6373,9160,0,0,0,0,0,-2,2,-1,1,-1,1,-2,2,0,0,-2,0,1,1,-1,1,2787
0,6373,9160,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,-2,2,2787
0,6373,9162,0,0,0,-1,1,0,0,0,0,-1,1,2,2,2,2,0,2,2,2,-1,1,2789
0,6373,9163,0,0,0,-2,2,-1,1,-2,2,-1,1,1,1,3,3,-1,3,3,3,-1,1,2790
0,6373,9161,0,0,0,-2,2,-1,1,-1,1,-1,1,-2,2,1,1,-1,1,-1,1,-1,1,2788
0,6372,9160,0,-1,1,-2,2,-1,1,-2,2,-2,2,-1,1,1,1,-1,1,0,0,-2,2,2788
0,6373,9161,0,1,1,-1,1,0,0,-1,1,-1,1,1,1,0,0,0,0,1,1,-1,1,2788
0,6373,9161,0,0,0,-2,2,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,2788
0,6374,9161,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,0,0,2787
0,6375,9161,0,1,1,2,2,2,2,1,1,0,0,0,0,1,1,2,1,-1,1,0,0,2786
0,6374,9160,0,-1,1,1,1,2,2,1,1,-1,1,-1,1,0,0,2,0,0,0,-1,1,2786
0,6374,9160,0,0,0,1,1,0,0,-1,1,0,0,0,0,-2,2,0,2,-1,1,0,0,2786
0,6373,9160,0,-1,1,0,0,-1,1,1,1,-2,2,0,0,-3,3,-1,3,-1,1,-2,2,2787
0,6373,9160,0,0,0,0,0,-1,1,-1,1,-2,2,0,0,-1,1,-1,1,-1,1,-2,2,2787
0,6372,9161,0,-1,1,0,0,-3,3,-2,2,-2,2,1,1,1,1,-3,1,0,0,-2,2,2789
0,6373,9162,0,1,1,0,0,-2,2,-3,3,-1,1,1,1,1,1,-2,1,1,1,-1,1,2789
0,6373,9161,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,0,0,0,-1,1,2788
0,6374,9158,0,1,1,0,0,0,0,-1,1,-1,1,-3,3,-3,3,0,3,-3,3,-1,1,2784
0,6373,9160,0,-1,1,-2,2,-1,1,-1,1,-1,1,2,2,-1,1,-1,1,-1,1,-1,1,2787
0,6373,9160,0,0,0,-1,1,0,0,-2,2,-1,1,0,0,0,0,0,0,-1,1,-1,1,2787
0,6373,9160,0,0,0,-1,1,0,0,-2,2,-1,1,0,0,0,0,0,0,-1,1,-1,1,2787
0,6374,9160,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,2786
0,6374,9161,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2787
0,6374,9159,0,0,0,2,2,-1,1,0,0,-1,1,-2,2,-2,2,-1,2,-2,2,-1,1,2785
0,6374,9160,0,0,0,1,1,-1,1,0,0,0,0,1,1,-2,2,-1,2,-2,2,0,0,2786
0,6374,9160,0,0,0,1,1,0,0,1,1,0,0,0,0,-1,1,0,1,0,0,0,0,2786
0,6374,9160,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,2786
0,6374,9159,0,0,0,1,1,-1,1,1,1,0,0,-1,1,-1,1,-1,1,-2,2,0,0,2785
0,6375,9159,0,1,1,2,2,2,2,1,1,1,1,0,0,-1,1,2,1,-4,4,1,1,2784
0,6374,9160,0,-1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2786
0,6374,9160,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,1,0,-1,1,1,1,2786
0,6374,9160,0,0,0,0,0,1,1,0,0,-1,1,0,0,-1,1,1,1,-1,1,-1,1,2786
0,6374,9161,0,0,0,0,0,1,1,0,0,2,2,1,1,2,2,1,2,0,0,2,2,2787
0,6373,9161,0,-1,1,-1,1,0,0,-1,1,-1,1,0,0,1,1,0,1,1,1,-1,1,2788
0,6373,9159,0,0,0,-1,1,1,1,-2,2,-1,1,-2,2,-1,1,1,1,-3,3,-1,1,2786
0,6373,9160,0,0,0,-1,1,0,0,-2,2,-3,3,1,1,0,0,0,0,0,0,-3,3,2787
0,6373,9160,0,0,0,-1,1,0,0,-1,1,-1,1,0,0,1,1,0,1,0,0,-1,1,2787
0,6373,9160,0,0,0,-2,2,-1,1,-1,1,-2,2,0,0,1,1,-1,1,-2,2,-2,2,2787
0,6375,9162,0,2,2,1,1,0,0,1,1,1,1,2,2,2,2,0,2,0,0,1,1,2787
0,6372,9160,0,-3,3,-2,2,-2,2,-1,1,-3,3,-2,2,0,0,-2,0,-1,1,-3,3,2788
0,6373,9161,0,1,1,-1,1,-1,1,0,0,-2,2,1,1,1,1,-1,1,1,1,-2,2,2788
0,6374,9159,0,1,1,0,0,1,1,1,1,1,1,-2,2,-2,2,1,2,-1,1,1,1,2785
0,6374,9160,0,0,0,1,1,1,1,0,0,1,1,1,1,-1,1,1,1,0,0,1,1,2786
0,6374,9160,0,0,0,1,1,2,2,-1,1,0,0,0,0,1,1,2,1,0,0,0,0,2786
0,6373,9160,0,-1,1,0,0,0,0,-2,2,-1,1,0,0,0,0,0,0,0,0,-1,1,2787
0,6374,9160,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,2786
0,6374,9161,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,2787
0,6373,9160,0,-1,1,-2,2,0,0,-2,2,0,0,-1,1,-2,2,0,2,-1,1,0,0,2787
0,6373,9160,0,0,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,-2,2,-1,1,2787
0,6373,9160,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,2787
0,6374,9161,0,1,1,0,0,0,0,1,1,2,2,1,1,2,2,0,2,1,1,2,2,2787
0,6373,9159,0,-1,1,-1,1,-1,1,0,0,-1,1,-2,2,-1,1,-1,1,-3,3,-1,1,2786
0,6373,9160,0,0,0,-1,1,-1,1,0,0,-1,1,1,1,0,0,-1,0,-3,3,-1,1,2787
0,6373,9160,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,-1,0,-1,1,-1,1,2787
0,6373,9161,0,0,0,-1,1,-1,1,1,1,-2,2,1,1,1,1,-1,1,1,1,-2,2,2788
0,6373,9161,0,0,0,-1,1,-1,1,0,0,-2,2,0,0,0,0,-1,0,0,0,-2,2,2788
0,6374,9160,0,1,1,1,1,0,0,1,1,0,0,-1,1,0,0,0,0,-1,1,0,0,2786
0,6374,9160,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,2786
0,6372,9161,0,-2,2,-1,1,-2,2,-3,3,-2,2,1,1,1,1,-2,1,0,0,-2,2,2789
0,6372,9159,0,0,0,-2,2,-2,2,-2,2,-1,1,-2,2,-2,2,-2,2,-1,1,-1,1,2787
0,6374,9158,0,2,2,1,1,0,0,0,0,1,1,-1,1,-1,1,0,1,-2,2,1,1,2784
0,6374,9158,0,0,0,1,1,0,0,1,1,1,1,0,0,-2,2,0,2,-2,2,1,1,2784
0,6373,9161,0,-1,1,0,0,0,0,0,0,-1,1,3,3,1,1,0,1,1,1,-1,1,2788
0,6373,9160,0,0,0,0,0,0,0,1,1,-2,2,-1,1,-1,1,0,1,-1,1,-2,2,2787
0,6375,9162,0,2,2,2,2,2,2,2,2,0,0,2,2,1,1,2,1,0,0,0,0,2787
0,6372,9160,0,-3,3,-2,2,-1,1,-1,1,-2,2,-2,2,0,0,-1,0,-1,1,-2,2,2788
0,6372,9159,0,0,0,-2,2,-1,1,-2,2,-2,2,-1,1,-1,1,-1,1,1,1,-2,2,2787
0,6372,9159,0,0,0,0,0,-3,3,-1,1,-3,3,0,0,-2,2,-3,2,-1,1,-3,3,2787
0,6373,9161,0,1,1,1,1,1,1,0,0,0,0,2,2,2,2,1,2,1,1,0,0,2788
0,6374,9160,0,1,1,0,0,1,1,1,1,1,1,-1,1,2,2,1,2,0,0,1,1,2786
0,6373,9160,0,-1,1,-1,1,-1,1,-1,1,0,0,0,0,2,2,-1,2,0,0,0,0,2787
0,6374,9159,0,1,1,1,1,0,0,0,0,1,1,-1,1,-2,2,0,2,-2,2,1,1,2785
0,6374,9159,0,0,0,1,1,0,0,0,0,1,1,0,0,-1,1,0,1,0,0,1,1,2785
0,6374,9159,0,0,0,-1,1,1,1,0,0,1,1,0,0,-3,3,1,3,-1,1,1,1,2785
0,6374,9159,0,0,0,2,2,0,0,0,0,2,2,0,0,-1,1,0,1,-1,1,2,2,2785
0,6373,9161,0,-1,1,1,1,-1,1,-1,1,0,0,2,2,2,2,-1,2,1,1,0,0,2788
0,6372,9157,0,-1,1,0,0,-1,1,-2,2,-1,1,-4,4,-2,2,-1,2,-2,2,-1,1,2785
0,6373,9160,0,1,1,0,0,0,0,-2,2,-1,1,3,3,-1,1,0,1,1,1,-1,1,2787
0,6372,9161,0,-1,1,-2,2,-1,1,-2,2,-3,3,1,1,1,1,-1,1,1,1,-3,3,2789
0,6372,9161,0,0,0,-1,1,-2,2,-2,2,-2,2,0,0,1,1,-2,1,1,1,-2,2,2789
0,6372,9158,0,0,0,-2,2,-1,1,-2,2,-2,2,-3,3,-1,1,-1,1,-2,2,-2,2,2786
0,6371,9159,0,-1,1,-3,3,-2,2,-3,3,-2,2,1,1,0,0,-2,0,-2,2,-2,2,2788
0,6372,9161,0,1,1,-2,2,-1,1,-1,1,-1,1,2,2,2,2,-1,2,0,0,-1,1,2789
0,6373,9161,0,1,1,-1,1,0,0,0,0,1,1,0,0,2,2,0,2,2,2,1,1,2788
0,6372,9161,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,-1,0,1,1,-1,1,2789
0,6372,9161,0,0,0,0,0,-2,2,-1,1,-1,1,0,0,4,4,-2,4,1,1,-1,1,2789
0,6373,9159,0,1,1,0,0,-1,1,0,0,-1,1,-2,2,-1,1,-1,1,-1,1,-1,1,2786
0,6373,9160,0,0,0,1,1,1,1,-2,2,0,0,1,1,-1,1,1,1,-2,2,0,0,2787
0,6374,9160,0,1,1,2,2,2,2,2,2,1,1,0,0,-1,1,2,1,0,0,1,1,2786
0,6373,9159,0,-1,1,1,1,-1,1,0,0,0,0,-1,1,1,1,-1,1,-2,2,0,0,2786
0,6372,9161,0,-1,1,1,1,-2,2,-2,2,-2,2,2,2,2,2,-2,2,2,2,-2,2,2789
0,6372,9161,0,0,0,0,0,-1,1,-2,2,-2,2,0,0,0,0,-1,0,1,1,-2,2,2789
0,6374,9161,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2787
0,6373,9159,0,-1,1,1,1,-2,2,0,0,-1,1,-2,2,-2,2,-2,2,-1,1,-1,1,2786
0,6374,9160,0,1,1,2,2,2,2,0,0,0,0,1,1,-1,1,2,1,0,0,0,0,2786
0,6373,9160,0,-1,1,0,0,1,1,-1,1,-1,1,0,0,1,1,1,1,-1,1,-1,1,2787
0,6374,9160,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2786
0,6374,9160,0,0,0,0,0,1,1,1,1,-1,1,0,0,0,0,1,0,0,0,-1,1,2786
0,6374,9160,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2786
0,6373,9157,0,-1,1,1,1,0,0,-1,1,-1,1,-3,3,-4,4,0,4,-4,4,-1,1,2784
0,6373,9158,0,0,0,1,1,-1,1,0,0,-1,1,1,1,-3,3,-1,3,-1,1,-1,1,2785
0,6373,9160,0,0,0,-1,1,-1,1,0,0,-1,1,2,2,-1,1,-1,1,0,0,-1,1,2787
0,6372,9160,0,-1,1,-1,1,-2,2,-1,1,-1,1,0,0,1,1,-2,1,0,0,-1,1,2788
0,6372,9160,0,0,0,-2,2,-2,2,-1,1,-1,1,0,0,0,0,-2,0,-1,1,-1,1,2788
0,6373,9159,0,1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-2,2,0,0,2786
0,6373,9158,0,0,0,-1,1,1,1,-1,1,0,0,-1,1,-2,2,1,2,-2,2,0,0,2785
0,6372,9160,0,-1,1,-2,2,-1,1,-2,2,-1,1,2,2,0,0,-1,0,0,0,-1,1,2788
0,6372,9158,0,0,0,-2,2,0,0,0,0,-3,3,-2,2,-2,2,0,2,-3,3,-3,3,2786
0,6373,9159,0,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,1,2786
0,6373,9159,0,0,0,0,0,1,1,-1,1,0,0,0,0,1,1,1,1,1,1,0,0,2786
0,6373,9158,0,0,0,0,0,2,2,-1,1,-1,1,-1,1,-2,2,2,2,0,0,-1,1,2785
0,6372,9159,0,-1,1,0,0,0,0,-1,1,-2,2,1,1,-1,1,0,1,-2,2,-2,2,2787
0,6373,9160,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,-1,1,2787
0,6372,9161,0,-1,1,-1,1,0,0,-3,3,-1,1,1,1,2,2,0,2,-1,1,-1,1,2789
0,6373,9159,0,1,1,0,0,1,1,1,1,-1,1,-2,2,1,1,1,1,-1,1,-1,1,2786
0,6373,9159,0,0,0,1,1,0,0,1,1,-1,1,0,0,-1,1,0,1,0,0,-1,1,2786
0,6372,9159,0,-1,1,0,0,-1,1,0,0,-1,1,0,0,1,1,-1,1,0,0,-1,1,2787
0,6371,9158,0,-1,1,-2,2,-3,3,-2,2,-2,2,-1,1,-1,1,-3,1,-3,3,-2,2,2787
0,6373,9158,0,2,2,0,0,0,0,-1,1,0,0,0,0,-1,1,0,1,-2,2,0,0,2785
