clog,sp1,sp2,sv,dp1,dp1a,dp1_10,dp1_10a,dp1_30,dp1_30a,dp1_50,dp1_50a,dp1_70,dp1_70a,dp2,dp2a,dp2_10,dp2_10a,dp2_30,dp2_30a,dp2_50,dp2_50a,dp2_70,dp2_70a,dp1p2
0,6391,9153,0,-1,1,-1,1,-3,3,-3,3,-4,4,0,0,1,1,-3,1,0,0,-4,4,2762
0,6391,9153,0,0,0,-2,2,-3,3,-2,2,-3,3,0,0,1,1,-3,1,0,0,-3,3,2762
0,6392,9152,0,1,1,-1,1,-1,1,-2,2,-2,2,-1,1,0,0,-1,0,-3,3,-2,2,2760
0,6392,9154,0,0,0,0,0,-2,2,-1,1,-4,4,2,2,2,2,-2,2,-1,1,-4,4,2762
0,6393,9153,0,1,1,0,0,-1,1,0,0,-2,2,-1,1,1,1,-1,1,0,0,-2,2,2760
0,6393,9153,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,1,-1,1,0,0,2760
0,6392,9154,0,-1,1,0,0,-1,1,-2,2,-2,2,1,1,2,2,-1,2,0,0,-2,2,2762
0,6391,9151,0,-1,1,-1,1,-2,2,-3,3,-3,3,-3,3,-2,2,-2,2,-3,3,-3,3,2760
0,6394,9153,0,3,3,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,2759
0,6392,9152,0,-2,2,1,1,0,0,-1,1,-2,2,-1,1,-1,1,0,1,-1,1,-2,2,2760
0,6393,9153,0,1,1,2,2,1,1,-2,2,0,0,1,1,0,0,1,0,0,0,0,0,2760
0,6393,9153,0,0,0,1,1,0,0,-1,1,0,0,0,0,1,1,0,1,1,1,0,0,2760
0,6393,9153,0,0,0,1,1,1,1,-1,1,-1,1,0,0,-1,1,1,1,1,1,-1,1,2760
0,6392,9151,0,-1,1,-1,1,0,0,-2,2,-2,2,-2,2,-2,2,0,2,-3,3,-2,2,2759
0,6392,9151,0,0,0,-1,1,0,0,-1,1,-2,2,0,0,-2,2,0,2,-3,3,-2,2,2759
0,6392,9151,0,0,0,0,0,-1,1,0,0,-4,4,0,0,-3,3,-1,3,-2,2,-4,4,2759
0,6391,9152,0,-1,1,0,0,-2,2,-3,3,-3,3,1,1,1,1,-2,1,-1,1,-3,3,2761
0,6391,9152,0,0,0,-3,3,-1,1,-1,1,-3,3,0,0,-1,1,-1,1,-1,1,-3,3,2761
0,6392,9153,0,1,1,0,0,0,0,0,0,-3,3,1,1,1,1,0,1,0,0,-3,3,2761
0,6393,9150,0,1,1,0,0,1,1,0,0,-1,1,-3,3,-3,3,1,3,-3,3,-1,1,2757
0,6393,9152,0,0,0,0,0,1,1,-1,1,-1,1,2,2,-1,1,1,1,-1,1,-1,1,2759
0,6393,9152,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,1,-1,1,0,0,2759
0,6393,9151,0,0,0,1,1,0,0,0,0,-1,1,-1,1,0,0,0,0,-3,3,-1,1,2758
0,6393,9151,0,0,0,1,1,1,1,-1,1,0,0,0,0,0,0,1,0,-1,1,0,0,2758
0,6392,9153,0,-1,1,0,0,-1,1,-2,2,-1,1,2,2,2,2,-1,2,1,1,-1,1,2761
0,6391,9153,0,-1,1,0,0,-2,2,-2,2,-3,3,0,0,1,1,-2,1,1,1,-3,3,2762
0,6392,9153,0,1,1,1,1,0,0,-1,1,-2,2,0,0,1,1,0,1,-1,1,-2,2,2761
0,6391,9151,0,-1,1,-1,1,-1,1,-2,2,-3,3,-2,2,-2,2,-1,2,-3,3,-3,3,2760
0,6391,9152,0,0,0,-2,2,-1,1,-3,3,-2,2,1,1,2,2,-1,2,0,0,-2,2,2761
0,6391,9152,0,0,0,-2,2,0,0,-1,1,-2,2,0,0,0,0,0,0,-1,1,-2,2,2761
0,6391,9153,0,0,0,-2,2,0,0,-1,1,-4,4,1,1,1,1,0,1,0,0,-4,4,2762
0,6392,9151,0,1,1,-1,1,0,0,-1,1,-2,2,-2,2,0,0,0,0,-2,2,-2,2,2759
0,6392,9151,0,0,0,-1,1,0,0,0,0,-2,2,0,0,0,0,0,0,-4,4,-2,2,2759
0,6391,9151,0,-1,1,-1,1,-2,2,-1,1,-3,3,0,0,-2,2,-2,2,-2,2,-3,3,2760
0,6390,9152,0,-1,1,-1,1,-3,3,-2,2,-3,3,1,1,-1,1,-3,1,1,1,-3,3,2762
0,6390,9152,0,0,0,-2,2,-2,2,-3,3,-2,2,0,0,-1,1,-2,1,-1,1,-2,2,2762
0,6392,9151,0,2,2,1,1,1,1,-1,1,-2,2,-1,1,0,0,1,0,-2,2,-2,2,2759
0,6391,9151,0,-1,1,0,0,-3,3,-1,1,-1,1,0,0,-1,1,-3,1,-2,2,-1,1,2760
0,6391,9152,0,0,0,0,0,-1,1,-1,1,-1,1,1,1,0,0,-1,0,-1,1,-1,1,2761
0,6392,9152,0,1,1,1,1,-1,1,0,0,-1,1,0,0,-1,1,-1,1,0,0,-1,1,2760
0,6391,9151,0,-1,1,-1,1,-2,2,-1,1,-3,3,-1,1,0,0,-2,0,-1,1,-3,3,2760
0,6391,9151,0,0,0,-1,1,-2,2,-2,2,-3,3,0,0,0,0,-2,0,-1,1,-3,3,2760
0,6391,9151,0,0,0,0,0,-1,1,-2,2,-2,2,0,0,0,0,-1,0,-1,1,-2,2,2760
0,6392,9150,0,1,1,2,2,0,0,0,0,-2,2,-1,1,-2,2,0,2,-2,2,-2,2,2758
0,6390,9151,0,-2,2,0,0,-2,2,-3,3,-4,4,1,1,-1,1,-2,1,-1,1,-4,4,2761
0,6392,9150,0,2,2,0,0,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-2,2,-1,1,2758
0,6391,9152,0,-1,1,0,0,0,0,-1,1,-2,2,2,2,1,1,0,1,0,0,-2,2,2761
0,6391,9152,0,0,0,0,0,-1,1,-1,1,-2,2,0,0,0,0,-1,0,-1,1,-2,2,2761
0,6391,9150,0,0,0,-1,1,-2,2,-1,1,-3,3,-2,2,-2,2,-2,2,-3,3,-3,3,2759
0,6390,9151,0,-1,1,-1,1,-3,3,-1,1,-2,2,1,1,0,0,-3,0,-2,2,-2,2,2761
0,6390,9151,0,0,0,-1,1,-3,3,-1,1,-2,2,0,0,0,0,-3,0,-2,2,-2,2,2761
0,6391,9151,0,1,1,0,0,-2,2,-1,1,-2,2,0,0,0,0,-2,0,-1,1,-2,2,2760
0,6391,9152,0,0,0,-1,1,-2,2,-1,1,-1,1,1,1,2,2,-2,2,-2,2,-1,1,2761
0,6391,9152,0,0,0,1,1,-1,1,-2,2,-1,1,0,0,1,1,-1,1,-1,1,-1,1,2761
0,6390,9151,0,-1,1,-2,2,-1,1,-3,3,-2,2,-1,1,1,1,-1,1,-2,2,-2,2,2761
0,6391,9152,0,1,1,0,0,-1,1,-1,1,-2,2,1,1,0,0,-1,0,-2,2,-2,2,2761
0,6390,9151,0,-1,1,-1,1,-1,1,-1,1,-3,3,-1,1,-1,1,-1,1,0,0,-3,3,2761
0,6391,9153,0,1,1,0,0,0,0,-3,3,-1,1,2,2,3,3,0,3,0,0,-1,1,2762
0,6391,9152,0,0,0,1,1,0,0,-1,1,-1,1,-1,1,1,1,0,1,0,0,-1,1,2761
0,6391,9152,0,0,0,1,1,0,0,-2,2,-1,1,0,0,1,1,0,1,-1,1,-1,1,2761
0,6391,9151,0,0,0,0,0,-1,1,-2,2,-1,1,-1,1,0,0,-1,0,-2,2,-1,1,2760
0,6392,9150,0,1,1,1,1,0,0,-1,1,-1,1,-1,1,-2,2,0,2,-3,3,-1,1,2758
0,6391,9151,0,-1,1,0,0,0,0,-1,1,-2,2,1,1,-1,1,0,1,0,0,-2,2,2760
0,6392,9150,0,1,1,2,2,2,2,0,0,0,0,-1,1,-1,1,2,1,-1,1,0,0,2758
0,6392,9150,0,0,0,1,1,2,2,0,0,-1,1,0,0,-2,2,2,2,-1,1,-1,1,2758
0,6392,9150,0,0,0,2,2,0,0,1,1,-1,1,0,0,-1,1,0,1,-2,2,-1,1,2758
0,6392,9151,0,0,0,1,1,1,1,1,1,0,0,1,1,-2,2,1,2,-1,1,0,0,2759
0,6392,9150,0,0,0,1,1,1,1,0,0,0,0,-1,1,-2,2,1,2,-3,3,0,0,2758
0,6390,9152,0,-2,2,-1,1,-2,2,-3,3,-2,2,2,2,0,0,-2,0,2,2,-2,2,2762
0,6391,9150,0,1,1,0,0,0,0,-2,2,0,0,-2,2,-1,1,0,1,-2,2,0,0,2759
0,6391,9150,0,0,0,-1,1,0,0,-2,2,0,0,0,0,0,0,0,0,-2,2,0,0,2759
0,6391,9150,0,0,0,0,0,0,0,-2,2,-1,1,0,0,-1,1,0,1,-1,1,-1,1,2759
0,6391,9150,0,0,0,-1,1,-1,1,-2,2,-1,1,0,0,0,0,-1,0,-1,1,-1,1,2759
0,6389,9151,0,-2,2,-3,3,-1,1,-3,3,-4,4,1,1,1,1,-1,1,-2,2,-4,4,2762
0,6392,9150,0,3,3,0,0,0,0,1,1,-1,1,-1,1,0,0,0,0,-3,3,-1,1,2758
0,6390,9150,0,-2,2,-2,2,-1,1,-2,2,-2,2,0,0,-1,1,-1,1,-3,3,-2,2,2760
0,6390,9152,0,0,0,-2,2,-1,1,-1,1,-1,1,2,2,2,2,-1,2,1,1,-1,1,2762
0,6390,9152,0,0,0,0,0,-1,1,-1,1,-4,4,0,0,0,0,-1,0,0,0,-4,4,2762
0,6391,9150,0,1,1,0,0,1,1,0,0,-1,1,-2,2,0,0,1,0,-2,2,-1,1,2759
0,6390,9151,0,-1,1,-1,1,0,0,-1,1,-3,3,1,1,1,1,0,1,-2,2,-3,3,2761
0,6390,9150,0,0,0,-1,1,-1,1,-2,2,-3,3,-1,1,0,0,-1,0,-1,1,-3,3,2760
0,6390,9150,0,0,0,-1,1,-1,1,-2,2,-3,3,0,0,0,0,-1,0,-1,1,-3,3,2760
0,6391,9149,0,1,1,2,2,0,0,0,0,-1,1,-1,1,-2,2,0,2,-2,2,-1,1,2758
0,6391,9149,0,0,0,-1,1,1,1,1,1,-1,1,0,0,-1,1,1,1,-3,3,-1,1,2758
0,6391,9151,0,0,0,1,1,0,0,1,1,-1,1,2,2,1,1,0,1,-1,1,-1,1,2760
0,6390,9152,0,-1,1,0,0,0,0,-2,2,-1,1,1,1,0,0,0,0,1,1,-1,1,2762
0,6391,9150,0,1,1,1,1,0,0,0,0,0,0,-2,2,-2,2,0,2,-1,1,0,0,2759
0,6390,9151,0,-1,1,-1,1,-1,1,-1,1,-2,2,1,1,1,1,-1,1,-1,1,-2,2,2761
0,6390,9151,0,0,0,0,0,-1,1,-2,2,-3,3,0,0,0,0,-1,0,-1,1,-3,3,2761
0,6390,9151,0,0,0,0,0,-1,1,-1,1,-3,3,0,0,1,1,-1,1,0,0,-3,3,2761
0,6389,9151,0,-1,1,-1,1,-3,3,-2,2,-4,4,0,0,1,1,-3,1,0,0,-4,4,2762
0,6391,9151,0,2,2,0,0,0,0,0,0,-2,2,0,0,2,2,0,2,0,0,-2,2,2760
0,6390,9149,0,-1,1,-1,1,-2,2,-2,2,-3,3,-2,2,0,0,-2,0,-1,1,-3,3,2759
0,6391,9151,0,1,1,0,0,-1,1,1,1,-1,1,2,2,0,0,-1,0,0,0,-1,1,2760
0,6390,9150,0,-1,1,0,0,-2,2,-2,2,-1,1,-1,1,-2,2,-2,2,0,0,-1,1,2760
0,6390,9150,0,0,0,-1,1,-2,2,-1,1,-2,2,0,0,0,0,-2,0,-2,2,-2,2,2760
0,6389,9150,0,-1,1,-1,1,-3,3,-2,2,-2,2,0,0,-1,1,-3,1,-2,2,-2,2,2761
0,6390,9150,0,1,1,0,0,0,0,-1,1,-1,1,0,0,-1,1,0,1,0,0,-1,1,2760
0,6391,9150,0,1,1,1,1,0,0,1,1,0,0,0,0,-1,1,0,1,-1,1,0,0,2759
0,6391,9149,0,0,0,2,2,0,0,1,1,0,0,-1,1,-2,2,0,2,-2,2,0,0,2758
0,6390,9150,0,-1,1,-1,1,-1,1,-1,1,-2,2,1,1,-1,1,-1,1,-1,1,-2,2,2760
0,6390,9150,0,0,0,0,0,-1,1,-1,1,-2,2,0,0,1,1,-1,1,-2,2,-2,2,2760
0,6389,9150,0,-1,1,-2,2,0,0,-2,2,-2,2,0,0,-1,1,0,1,-2,2,-2,2,2761
0,6389,9150,0,0,0,-1,1,-3,3,-1,1,-1,1,0,0,0,0,-3,0,-1,1,-1,1,2761
0,6390,9150,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-2,2,0,0,2760
0,6391,9149,0,1,1,2,2,1,1,1,1,-1,1,-1,1,-1,1,1,1,-2,2,-1,1,2758
0,6390,9150,0,-1,1,0,0,0,0,-1,1,-1,1,1,1,0,0,0,0,-3,3,-1,1,2760
0,6390,9150,0,0,0,-1,1,-1,1,-1,1,-1,1,0,0,0,0,-1,0,-2,2,-1,1,2760
0,6389,9150,0,-1,1,-2,2,-1,1,-2,2,-3,3,0,0,1,1,-1,1,-2,2,-3,3,2761
0,6391,9150,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,2759
0,6390,9150,0,-1,1,0,0,0,0,-2,2,-1,1,0,0,0,0,0,0,0,0,-1,1,2760
0,6390,9152,0,0,0,1,1,-1,1,-1,1,-1,1,2,2,2,2,-1,2,1,1,-1,1,2762
0,6390,9149,0,0,0,1,1,-1,1,-2,2,-2,2,-3,3,-1,1,-1,1,-1,1,-2,2,2759
0,6390,9149,0,0,0,0,0,-1,1,-2,2,0,0,0,0,-1,1,-1,1,-1,1,0,0,2759
0,6389,9149,0,-1,1,-2,2,-1,1,-3,3,-3,3,0,0,0,0,-1,0,-1,1,-3,3,2760
0,6390,9151,0,1,1,0,0,-1,1,-2,2,-1,1,2,2,1,1,-1,1,0,0,-1,1,2761
0,6390,9151,0,0,0,0,0,0,0,-2,2,-1,1,0,0,1,1,0,1,1,1,-1,1,2761
0,6390,9149,0,0,0,1,1,0,0,0,0,-1,1,-2,2,-1,1,0,1,-3,3,-1,1,2759
0,6390,9150,0,0,0,-1,1,0,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,2760
0,6390,9150,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,2760
0,6389,9150,0,-1,1,-1,1,-2,2,-2,2,-2,2,0,0,-2,2,-2,2,0,0,-2,2,2761
0,6389,9151,0,0,0,-1,1,-1,1,-2,2,-2,2,1,1,2,2,-1,2,1,1,-2,2,2762
0,6389,9150,0,0,0,-1,1,-2,2,0,0,-2,2,-1,1,1,1,-2,1,-1,1,-2,2,2761
0,6389,9150,0,0,0,0,0,-1,1,-3,3,-1,1,0,0,1,1,-1,1,0,0,-1,1,2761
0,6389,9149,0,0,0,-1,1,-1,1,-1,1,-2,2,-1,1,-2,2,-1,2,-1,1,-2,2,2760
0,6389,9149,0,0,0,-1,1,0,0,-1,1,-1,1,0,0,-2,2,0,2,-3,3,-1,1,2760
0,6390,9150,0,1,1,0,0,0,0,0,0,-1,1,1,1,1,1,0,1,-2,2,-1,1,2760
0,6390,9149,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2759
0,6389,9149,0,-1,1,-1,1,-2,2,-1,1,-2,2,0,0,-1,1,-2,1,-2,2,-2,2,2760
0,6390,9150,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,-1,1,2760
0,6391,9149,0,1,1,2,2,1,1,1,1,-1,1,-1,1,-2,2,1,2,-1,1,-1,1,2758
0,6391,9149,0,0,0,2,2,2,2,0,0,0,0,0,0,-1,1,2,1,0,0,0,0,2758
0,6389,9150,0,-2,2,0,0,0,0,-2,2,-3,3,1,1,0,0,0,0,1,1,-3,3,2761
0,6390,9151,0,1,1,1,1,0,0,-1,1,-2,2,1,1,2,2,0,2,0,0,-2,2,2761
0,6390,9150,0,0,0,1,1,-1,1,0,0,-2,2,-1,1,1,1,-1,1,-2,2,-2,2,2760
0,6389,9149,0,-1,1,-1,1,-1,1,-2,2,-3,3,-1,1,-1,1,-1,1,-1,1,-3,3,2760
0,6389,9151,0,0,0,-1,1,-1,1,-1,1,-3,3,2,2,2,2,-1,2,0,0,-3,3,2762
0,6389,9151,0,0,0,0,0,0,0,-1,1,-1,1,0,0,2,2,0,2,0,0,-1,1,2762
0,6389,9151,0,0,0,-1,1,-2,2,-1,1,-2,2,0,0,1,1,-2,1,0,0,-2,2,2762
0,6389,9150,0,0,0,-2,2,-1,1,0,0,-2,2,-1,1,1,1,-1,1,-1,1,-2,2,2761
0,6390,9150,0,1,1,-1,1,0,0,-1,1,-1,1,0,0,1,1,0,1,-1,1,-1,1,2760
0,6389,9149,0,-1,1,0,0,-1,1,-1,1,-2,2,-1,1,-1,1,-1,1,0,0,-2,2,2760
0,6391,9150,0,2,2,1,1,1,1,0,0,2,2,1,1,-1,1,1,1,-1,1,2,2,2759
0,6391,9150,0,0,0,1,1,2,2,1,1,-1,1,0,0,0,0,2,0,0,0,-1,1,2759
0,6390,9150,0,-1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2760
0,6388,9150,0,-2,2,-1,1,-2,2,-1,1,-2,2,0,0,-1,1,-2,1,0,0,-2,2,2762
0,6389,9149,0,1,1,0,0,-1,1,-1,1,-1,1,-1,1,-2,2,-1,2,-1,1,-1,1,2760
0,6389,9149,0,0,0,0,0,-1,1,-2,2,-2,2,0,0,-2,2,-1,2,-1,1,-2,2,2760
0,6388,9150,0,-1,1,-1,1,-2,2,-3,3,-2,2,1,1,0,0,-2,0,1,1,-2,2,2762
0,6388,9150,0,0,0,-2,2,-1,1,-2,2,-2,2,0,0,0,0,-1,0,0,0,-2,2,2762
0,6390,9149,0,2,2,1,1,1,1,0,0,0,0,-1,1,0,0,1,0,-1,1,0,0,2759
0,6390,9150,0,0,0,-1,1,1,1,1,1,-1,1,1,1,0,0,1,0,0,0,-1,1,2760
0,6388,9149,0,-2,2,-3,3,-1,1,-1,1,-3,3,-1,1,-1,1,-1,1,-1,1,-3,3,2761
0,6389,9149,0,1,1,-1,1,0,0,-1,1,-2,2,0,0,-1,1,0,1,-1,1,-2,2,2760
0,6389,9149,0,0,0,1,1,0,0,-2,2,-1,1,0,0,-1,1,0,1,0,0,-1,1,2760
0,6389,9149,0,0,0,0,0,-1,1,-1,1,-2,2,0,0,0,0,-1,0,-1,1,-2,2,2760
0,6388,9149,0,-1,1,-1,1,-2,2,-2,2,-2,2,0,0,0,0,-2,0,-1,1,-2,2,2761
0,6389,9149,0,1,1,1,1,0,0,0,0,-1,1,0,0,-1,1,0,1,-1,1,-1,1,2760
0,6388,9150,0,-1,1,0,0,-2,2,-3,3,-2,2,1,1,0,0,-2,0,0,0,-2,2,2762
0,6389,9149,0,1,1,-1,1,-2,2,-1,1,0,0,-1,1,0,0,-2,0,-1,1,0,0,2760
0,6389,9150,0,0,0,-1,1,-2,2,-1,1,-2,2,1,1,0,0,-2,0,-2,2,-2,2,2761
0,6389,9150,0,0,0,1,1,0,0,-1,1,-1,1,0,0,1,1,0,1,1,1,-1,1,2761
0,6389,9147,0,0,0,0,0,-1,1,-1,1,-2,2,-3,3,-2,2,-1,2,-2,2,-2,2,2758
0,6389,9150,0,0,0,0,0,-1,1,0,0,-1,1,3,3,1,1,-1,1,1,1,-1,1,2761
0,6388,9150,0,-1,1,-1,1,-1,1,-2,2,-2,2,0,0,1,1,-1,1,-1,1,-2,2,2762
0,6388,9147,0,0,0,0,0,-1,1,-2,2,-1,1,-3,3,-2,2,-1,2,-4,4,-1,1,2759
0,6389,9148,0,1,1,0,0,0,0,-1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,2759
0,6389,9148,0,0,0,1,1,0,0,-1,1,-2,2,0,0,-2,2,0,2,-2,2,-2,2,2759
0,6389,9150,0,0,0,0,0,0,0,-1,1,-2,2,2,2,1,1,0,1,0,0,-2,2,2761
0,6388,9149,0,-1,1,-1,1,-2,2,-1,1,-2,2,-1,1,-1,1,-2,1,-1,1,-2,2,2761
0,6389,9150,0,1,1,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,-1,1,-1,1,2761
0,6388,9147,0,-1,1,-1,1,-3,3,-1,1,-1,1,-3,3,0,0,-3,0,-3,3,-1,1,2759
0,6389,9148,0,1,1,0,0,-2,2,0,0,0,0,1,1,-2,2,-2,2,-2,2,0,0,2759
0,6389,9148,0,0,0,1,1,-1,1,0,0,-1,1,0,0,-2,2,-1,2,-1,1,-1,1,2759
0,6387,9149,0,-2,2,-1,1,-1,1,-2,2,-4,4,1,1,2,2,-1,2,0,0,-4,4,2762
0,6389,9149,0,2,2,0,0,0,0,-1,1,-1,1,0,0,1,1,0,1,-1,1,-1,1,2760
0,6387,9149,0,-2,2,-2,2,-2,2,-3,3,-3,3,0,0,1,1,-2,1,0,0,-3,3,2762
0,6388,9150,0,1,1,-1,1,0,0,-1,1,-1,1,1,1,0,0,0,0,1,1,-1,1,2762
0,6389,9150,0,1,1,1,1,1,1,-1,1,-2,2,0,0,1,1,1,1,0,0,-2,2,2761
0,6389,9150,0,0,0,0,0,-1,1,-2,2,-1,1,0,0,0,0,-1,0,1,1,-1,1,2761
0,6388,9149,0,-1,1,0,0,-2,2,-3,3,-2,2,-1,1,2,2,-2,2,0,0,-2,2,2761
0,6387,9149,0,-1,1,-2,2,-1,1,-2,2,-3,3,0,0,1,1,-1,1,-1,1,-3,3,2762
0,6388,9149,0,1,1,-1,1,-1,1,-2,2,-2,2,0,0,1,1,-1,1,-2,2,-2,2,2761
0,6387,9149,0,-1,1,0,0,-2,2,-3,3,-2,2,0,0,0,0,-2,0,-1,1,-2,2,2762
0,6386,9149,0,-1,1,-3,3,-3,3,-3,3,-4,4,0,0,0,0,-3,0,0,0,-4,4,2763
0,6386,9149,0,0,0,-1,1,-2,2,-3,3,-4,4,0,0,0,0,-2,0,-2,2,-4,4,2763
0,6389,9149,0,3,3,1,1,0,0,0,0,-1,1,0,0,-1,1,0,1,-2,2,-1,1,2760
0,6385,9149,0,-4,4,-4,4,-3,3,-4,4,-5,5,0,0,-1,1,-3,1,-2,2,-5,5,2764
0,6389,9148,0,4,4,0,0,0,0,0,0,-1,1,-1,1,-2,2,0,2,-2,2,-1,1,2759
0,6388,9149,0,-1,1,0,0,-1,1,-2,2,-1,1,1,1,0,0,-1,0,-1,1,-1,1,2761
0,6388,9149,0,0,0,1,1,-1,1,-1,1,-1,1,0,0,0,0,-1,0,0,0,-1,1,2761
0,6388,9149,0,0,0,0,0,-1,1,-3,3,-1,1,0,0,0,0,-1,0,-1,1,-1,1,2761
0,6389,9150,0,1,1,2,2,0,0,-2,2,0,0,1,1,1,1,0,1,0,0,0,0,2761
0,6387,9148,0,-2,2,1,1,-1,1,-3,3,-2,2,-2,2,-1,1,-1,1,-2,2,-2,2,2761
0,6387,9148,0,0,0,1,1,-1,1,-1,1,-2,2,0,0,-1,1,-1,1,-2,2,-2,2,2761
0,6388,9148,0,1,1,-1,1,-1,1,-1,1,-2,2,0,0,-1,1,-1,1,-1,1,-2,2,2760
0,6386,9149,0,-2,2,1,1,-3,3,-3,3,-4,4,1,1,0,0,-3,0,0,0,-4,4,2763
0,6386,9149,0,0,0,-3,3,-3,3,-2,2,-3,3,0,0,1,1,-3,1,-1,1,-3,3,2763
0,6387,9148,0,1,1,-1,1,-1,1,-1,1,-3,3,-1,1,-1,1,-1,1,-2,2,-3,3,2761
0,6387,9148,0,0,0,-1,1,-2,2,-3,3,-4,4,0,0,-1,1,-2,1,-1,1,-4,4,2761
0,6388,9149,0,1,1,0,0,0,0,-2,2,-3,3,1,1,0,0,0,0,-1,1,-3,3,2761
0,6389,9148,0,1,1,0,0,0,0,1,1,0,0,-1,1,-2,2,0,2,-1,1,0,0,2759
0,6387,9148,0,-2,2,0,0,-2,2,-2,2,-3,3,0,0,0,0,-2,0,-1,1,-3,3,2761
0,6387,9148,0,0,0,0,0,0,0,-2,2,-3,3,0,0,0,0,0,0,-1,1,-3,3,2761
0,6388,9148,0,1,1,0,0,-1,1,-1,1,-1,1,0,0,0,0,-1,0,-1,1,-1,1,2760
0,6388,9149,0,0,0,2,2,1,1,0,0,-1,1,1,1,0,0,1,0,0,0,-1,1,2761
0,6386,9148,0,-2,2,0,0,-2,2,-3,3,-3,3,-1,1,-1,1,-2,1,-1,1,-3,3,2762
0,6387,9147,0,1,1,0,0,-2,2,-1,1,-2,2,-1,1,-1,1,-2,1,-3,3,-2,2,2760
0,6387,9148,0,0,0,0,0,-2,2,-2,2,-2,2,1,1,0,0,-2,0,-1,1,-2,2,2761
0,6387,9148,0,0,0,-1,1,-1,1,-2,2,-3,3,0,0,-1,1,-1,1,-2,2,-3,3,2761
0,6386,9148,0,-1,1,-3,3,-1,1,-3,3,-3,3,0,0,0,0,-1,0,-2,2,-3,3,2762
0,6386,9149,0,0,0,-1,1,-2,2,-3,3,-5,5,1,1,1,1,-2,1,2,2,-5,5,2763
0,6387,9146,0,1,1,0,0,0,0,-2,2,-4,4,-3,3,-2,2,0,2,-4,4,-4,4,2759
0,6387,9149,0,0,0,-1,1,1,1,-1,1,-3,3,3,3,1,1,1,1,-1,1,-3,3,2762
0,6386,9148,0,-1,1,-2,2,0,0,-2,2,-2,2,-1,1,-1,1,0,1,1,1,-2,2,2762
0,6386,9148,0,0,0,0,0,-3,3,-3,3,-3,3,0,0,0,0,-3,0,0,0,-3,3,2762
0,6388,9147,0,2,2,1,1,3,3,-1,1,-1,1,-1,1,0,0,3,0,-1,1,-1,1,2759
0,6386,9148,0,-2,2,-1,1,-3,3,-3,3,-2,2,1,1,0,0,-3,0,-2,2,-2,2,2762
0,6388,9148,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,2760
0,6386,9149,0,-2,2,0,0,-2,2,-3,3,-4,4,1,1,1,1,-2,1,-1,1,-4,4,2763
0,6386,9148,0,0,0,0,0,-2,2,-2,2,-4,4,-1,1,-1,1,-2,1,1,1,-4,4,2762
0,6386,9148,0,0,0,-1,1,-3,3,-3,3,-2,2,0,0,2,2,-3,2,0,0,-2,2,2762
0,6388,9150,0,2,2,1,1,1,1,-1,1,-1,1,2,2,1,1,1,1,2,2,-1,1,2762
0,6387,9148,0,-1,1,1,1,0,0,0,0,-2,2,-2,2,0,0,0,0,-1,1,-2,2,2761
0,6387,9148,0,0,0,1,1,-1,1,-2,2,-2,2,0,0,0,0,-1,0,-1,1,-2,2,2761
0,6389,9147,0,2,2,1,1,3,3,2,2,1,1,-1,1,0,0,3,0,-2,2,1,1,2758
0,6388,9148,0,-1,1,2,2,2,2,0,0,-1,1,1,1,0,0,2,0,-2,2,-1,1,2760
0,6388,9148,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,1,0,-2,2,0,0,2760
0,6387,9148,0,-1,1,1,1,0,0,-2,2,-2,2,0,0,-1,1,0,1,-2,2,-2,2,2761
0,6387,9147,0,0,0,1,1,-1,1,-1,1,-2,2,-1,1,-1,1,-1,1,-2,2,-2,2,2760
0,6388,9148,0,1,1,2,2,-1,1,1,1,-1,1,1,1,0,0,-1,0,-1,1,-1,1,2760
0,6387,9149,0,-1,1,-1,1,0,0,-1,1,-2,2,1,1,-1,1,0,1,0,0,-2,2,2762
0,6386,9147,0,-1,1,-1,1,-1,1,-1,1,-3,3,-2,2,-1,1,-1,1,-2,2,-3,3,2761
0,6386,9147,0,0,0,-1,1,-2,2,0,0,-2,2,0,0,-1,1,-2,1,-2,2,-2,2,2761
0,6387,9148,0,1,1,-2,2,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,2761
0,6386,9147,0,-1,1,-2,2,0,0,-3,3,-3,3,-1,1,-1,1,0,1,-2,2,-3,3,2761
