clog,sp1,sp2,sv,dp1,dp1a,dp1_10,dp1_10a,dp1_50,dp1_50a,dp2,dp2a,dp2_10,dp2_10a,dp2_50,dp2_50a,dp1p2
0,6408.0,9148.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,0.0,0.0,1.0,1.0,-5.0,5.0,2740.0
0,6406.0,9147.0,0.0,-2.0,2.0,-2.0,2.0,-12.0,12.0,-1.0,1.0,1.0,1.0,-6.0,6.0,2741.0
0,6406.0,9149.0,0.0,0.0,0.0,-1.0,1.0,-10.0,10.0,2.0,2.0,1.0,1.0,-4.0,4.0,2743.0
0,6407.0,9146.0,0.0,1.0,1.0,0.0,0.0,-9.0,9.0,-3.0,3.0,-2.0,2.0,-6.0,6.0,2739.0
0,6407.0,9147.0,0.0,0.0,0.0,-1.0,1.0,-9.0,9.0,1.0,1.0,-1.0,1.0,-4.0,4.0,2740.0
0,6408.0,9147.0,0.0,1.0,1.0,0.0,0.0,-8.0,8.0,0.0,0.0,0.0,0.0,-5.0,5.0,2739.0
0,6408.0,9147.0,0.0,0.0,0.0,1.0,1.0,-7.0,7.0,0.0,0.0,0.0,0.0,-6.0,6.0,2739.0
0,6406.0,9147.0,0.0,-2.0,2.0,-1.0,1.0,-9.0,9.0,0.0,0.0,-1.0,1.0,-6.0,6.0,2741.0
0,6405.0,9146.0,0.0,-1.0,1.0,-3.0,3.0,-9.0,9.0,-1.0,1.0,-2.0,2.0,-7.0,7.0,2741.0
0,6406.0,9147.0,0.0,1.0,1.0,-2.0,2.0,-8.0,8.0,1.0,1.0,-1.0,1.0,-4.0,4.0,2741.0
0,6405.0,9146.0,0.0,-1.0,1.0,-1.0,1.0,-10.0,10.0,-1.0,1.0,-1.0,1.0,-6.0,6.0,2741.0
0,6405.0,9146.0,0.0,0.0,0.0,-1.0,1.0,-9.0,9.0,0.0,0.0,-3.0,3.0,-6.0,6.0,2741.0
0,6405.0,9146.0,0.0,0.0,0.0,-2.0,2.0,-10.0,10.0,0.0,0.0,0.0,0.0,-5.0,5.0,2741.0
0,6405.0,9145.0,0.0,0.0,0.0,-2.0,2.0,-10.0,10.0,-1.0,1.0,-2.0,2.0,-6.0,6.0,2740.0
0,6405.0,9145.0,0.0,0.0,0.0,-3.0,3.0,-9.0,9.0,0.0,0.0,-2.0,2.0,-5.0,5.0,2740.0
0,6405.0,9145.0,0.0,0.0,0.0,-3.0,3.0,-8.0,8.0,0.0,0.0,-2.0,2.0,-7.0,7.0,2740.0
0,6405.0,9145.0,0.0,0.0,0.0,-1.0,1.0,-8.0,8.0,0.0,0.0,-2.0,2.0,-6.0,6.0,2740.0
0,6404.0,9144.0,0.0,-1.0,1.0,-1.0,1.0,-8.0,8.0,-1.0,1.0,-2.0,2.0,-7.0,7.0,2740.0
0,6404.0,9144.0,0.0,0.0,0.0,-2.0,2.0,-8.0,8.0,0.0,0.0,-3.0,3.0,-7.0,7.0,2740.0
0,6403.0,9146.0,0.0,-1.0,1.0,-2.0,2.0,-9.0,9.0,2.0,2.0,0.0,0.0,-5.0,5.0,2743.0
0,6406.0,9145.0,0.0,3.0,3.0,1.0,1.0,-6.0,6.0,-1.0,1.0,-1.0,1.0,-5.0,5.0,2739.0
0,6404.0,9146.0,0.0,-2.0,2.0,-1.0,1.0,-9.0,9.0,1.0,1.0,0.0,0.0,-4.0,4.0,2742.0
0,6404.0,9146.0,0.0,0.0,0.0,-1.0,1.0,-7.0,7.0,0.0,0.0,1.0,1.0,-4.0,4.0,2742.0
0,6404.0,9146.0,0.0,0.0,0.0,-1.0,1.0,-8.0,8.0,0.0,0.0,1.0,1.0,-4.0,4.0,2742.0
0,6404.0,9146.0,0.0,0.0,0.0,-1.0,1.0,-7.0,7.0,0.0,0.0,1.0,1.0,-4.0,4.0,2742.0
0,6403.0,9144.0,0.0,-1.0,1.0,-2.0,2.0,-8.0,8.0,-2.0,2.0,-1.0,1.0,-6.0,6.0,2741.0
0,6404.0,9145.0,0.0,1.0,1.0,0.0,0.0,-6.0,6.0,1.0,1.0,1.0,1.0,-4.0,4.0,2741.0
0,6404.0,9144.0,0.0,0.0,0.0,0.0,0.0,-7.0,7.0,-1.0,1.0,0.0,0.0,-5.0,5.0,2740.0
0,6403.0,9146.0,0.0,-1.0,1.0,0.0,0.0,-7.0,7.0,2.0,2.0,0.0,0.0,-4.0,4.0,2743.0
0,6403.0,9145.0,0.0,0.0,0.0,-3.0,3.0,-6.0,6.0,-1.0,1.0,0.0,0.0,-5.0,5.0,2742.0
0,6403.0,9145.0,0.0,0.0,0.0,-1.0,1.0,-7.0,7.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2742.0
0,6404.0,9144.0,0.0,1.0,1.0,0.0,0.0,-6.0,6.0,-1.0,1.0,-2.0,2.0,-5.0,5.0,2740.0
0,6402.0,9145.0,0.0,-2.0,2.0,-2.0,2.0,-7.0,7.0,1.0,1.0,-1.0,1.0,-3.0,3.0,2743.0
0,6404.0,9142.0,0.0,2.0,2.0,0.0,0.0,-4.0,4.0,-3.0,3.0,-4.0,4.0,-6.0,6.0,2738.0
0,6402.0,9144.0,0.0,-2.0,2.0,-1.0,1.0,-7.0,7.0,2.0,2.0,0.0,0.0,-4.0,4.0,2742.0
0,6399.0,9145.0,0.0,-3.0,3.0,-5.0,5.0,-10.0,10.0,1.0,1.0,0.0,0.0,-3.0,3.0,2746.0
0,6399.0,9145.0,0.0,0.0,0.0,-5.0,5.0,-10.0,10.0,0.0,0.0,1.0,1.0,-4.0,4.0,2746.0
0,6404.0,9143.0,0.0,5.0,5.0,1.0,1.0,-5.0,5.0,-2.0,2.0,-3.0,3.0,-6.0,6.0,2739.0
0,6401.0,9145.0,0.0,-3.0,3.0,-2.0,2.0,-7.0,7.0,2.0,2.0,0.0,0.0,-2.0,2.0,2744.0
0,6403.0,9143.0,0.0,2.0,2.0,0.0,0.0,-5.0,5.0,-2.0,2.0,-2.0,2.0,-5.0,5.0,2740.0
0,6401.0,9143.0,0.0,-2.0,2.0,-3.0,3.0,-7.0,7.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2742.0
0,6401.0,9141.0,0.0,0.0,0.0,-1.0,1.0,-7.0,7.0,-2.0,2.0,-4.0,4.0,-5.0,5.0,2740.0
0,6401.0,9141.0,0.0,0.0,0.0,-3.0,3.0,-6.0,6.0,0.0,0.0,-1.0,1.0,-7.0,7.0,2740.0
0,6401.0,9143.0,0.0,0.0,0.0,-1.0,1.0,-6.0,6.0,2.0,2.0,-1.0,1.0,-5.0,5.0,2742.0
0,6401.0,9144.0,0.0,0.0,0.0,2.0,2.0,-7.0,7.0,1.0,1.0,-1.0,1.0,-4.0,4.0,2743.0
0,6401.0,9143.0,0.0,0.0,0.0,2.0,2.0,-7.0,7.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,2742.0
0,6403.0,9143.0,0.0,2.0,2.0,-1.0,1.0,-4.0,4.0,0.0,0.0,0.0,0.0,-4.0,4.0,2740.0
0,6401.0,9142.0,0.0,-2.0,2.0,0.0,0.0,-6.0,6.0,-1.0,1.0,-3.0,3.0,-6.0,6.0,2741.0
0,6401.0,9142.0,0.0,0.0,0.0,-2.0,2.0,-7.0,7.0,0.0,0.0,-1.0,1.0,-6.0,6.0,2741.0
0,6401.0,9144.0,0.0,0.0,0.0,0.0,0.0,-7.0,7.0,2.0,2.0,1.0,1.0,-4.0,4.0,2743.0
0,6400.0,9143.0,0.0,-1.0,1.0,-1.0,1.0,-6.0,6.0,-1.0,1.0,2.0,2.0,-4.0,4.0,2743.0
0,6401.0,9143.0,0.0,1.0,1.0,0.0,0.0,-5.0,5.0,0.0,0.0,2.0,2.0,-6.0,6.0,2742.0
0,6402.0,9143.0,0.0,1.0,1.0,1.0,1.0,-5.0,5.0,0.0,0.0,0.0,0.0,-3.0,3.0,2741.0
0,6400.0,9142.0,0.0,-2.0,2.0,-1.0,1.0,-7.0,7.0,-1.0,1.0,-2.0,2.0,-5.0,5.0,2742.0
0,6400.0,9142.0,0.0,0.0,0.0,-1.0,1.0,-8.0,8.0,0.0,0.0,-1.0,1.0,-5.0,5.0,2742.0
0,6400.0,9141.0,0.0,0.0,0.0,-3.0,3.0,-8.0,8.0,-1.0,1.0,-2.0,2.0,-6.0,6.0,2741.0
0,6400.0,9142.0,0.0,0.0,0.0,-1.0,1.0,-6.0,6.0,1.0,1.0,0.0,0.0,-5.0,5.0,2742.0
0,6401.0,9142.0,0.0,1.0,1.0,0.0,0.0,-4.0,4.0,0.0,0.0,0.0,0.0,-4.0,4.0,2741.0
0,6401.0,9142.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,-2.0,2.0,-5.0,5.0,2741.0
0,6401.0,9142.0,0.0,0.0,0.0,1.0,1.0,-4.0,4.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2741.0
0,6401.0,9142.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2741.0
0,6401.0,9141.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,-1.0,1.0,-2.0,2.0,-5.0,5.0,2740.0
0,6400.0,9141.0,0.0,-1.0,1.0,0.0,0.0,-5.0,5.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2741.0
0,6400.0,9142.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,1.0,1.0,0.0,0.0,-3.0,3.0,2742.0
0,6400.0,9141.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,-1.0,1.0,0.0,0.0,-4.0,4.0,2741.0
0,6398.0,9142.0,0.0,-2.0,2.0,-2.0,2.0,-7.0,7.0,1.0,1.0,0.0,0.0,-3.0,3.0,2744.0
0,6398.0,9142.0,0.0,0.0,0.0,-3.0,3.0,-6.0,6.0,0.0,0.0,0.0,0.0,-2.0,2.0,2744.0
0,6400.0,9144.0,0.0,2.0,2.0,-1.0,1.0,-4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2744.0
0,6399.0,9141.0,0.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,-3.0,3.0,-1.0,1.0,-5.0,5.0,2742.0
0,6400.0,9143.0,0.0,1.0,1.0,-1.0,1.0,-6.0,6.0,2.0,2.0,1.0,1.0,-2.0,2.0,2743.0
0,6398.0,9142.0,0.0,-2.0,2.0,-3.0,3.0,-6.0,6.0,-1.0,1.0,1.0,1.0,-4.0,4.0,2744.0
0,6400.0,9141.0,0.0,2.0,2.0,0.0,0.0,-4.0,4.0,-1.0,1.0,0.0,0.0,-5.0,5.0,2741.0
0,6400.0,9141.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,0.0,0.0,-1.0,1.0,-5.0,5.0,2741.0
0,6399.0,9142.0,0.0,-1.0,1.0,-1.0,1.0,-5.0,5.0,1.0,1.0,1.0,1.0,-4.0,4.0,2743.0
0,6398.0,9142.0,0.0,-1.0,1.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,0.0,-2.0,2.0,2744.0
0,6398.0,9141.0,0.0,0.0,0.0,0.0,0.0,-6.0,6.0,-1.0,1.0,-1.0,1.0,-4.0,4.0,2743.0
0,6399.0,9142.0,0.0,1.0,1.0,-1.0,1.0,-5.0,5.0,1.0,1.0,-2.0,2.0,-2.0,2.0,2743.0
0,6397.0,9142.0,0.0,-2.0,2.0,-2.0,2.0,-6.0,6.0,0.0,0.0,1.0,1.0,-4.0,4.0,2745.0
0,6397.0,9142.0,0.0,0.0,0.0,-3.0,3.0,-6.0,6.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2745.0
0,6398.0,9143.0,0.0,1.0,1.0,0.0,0.0,-5.0,5.0,1.0,1.0,1.0,1.0,-2.0,2.0,2745.0
0,6398.0,9142.0,0.0,0.0,0.0,-2.0,2.0,-6.0,6.0,-1.0,1.0,1.0,1.0,-2.0,2.0,2744.0
0,6400.0,9140.0,0.0,2.0,2.0,0.0,0.0,-2.0,2.0,-2.0,2.0,-1.0,1.0,-5.0,5.0,2740.0
0,6398.0,9143.0,0.0,-2.0,2.0,-1.0,1.0,-6.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2745.0
0,6398.0,9141.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,-2.0,2.0,-1.0,1.0,-3.0,3.0,2743.0
0,6398.0,9141.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-4.0,4.0,2743.0
0,6398.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,-6.0,6.0,2741.0
0,6398.0,9139.0,0.0,0.0,0.0,1.0,1.0,-6.0,6.0,0.0,0.0,-3.0,3.0,-4.0,4.0,2741.0
0,6398.0,9140.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,1.0,1.0,-2.0,2.0,-5.0,5.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,-3.0,3.0,-3.0,3.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,-2.0,2.0,-3.0,3.0,0.0,0.0,0.0,0.0,-1.0,1.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,-3.0,3.0,-1.0,1.0,2742.0
0,6398.0,9139.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,2741.0
0,6400.0,9142.0,0.0,2.0,2.0,2.0,2.0,-1.0,1.0,3.0,3.0,1.0,1.0,-2.0,2.0,2742.0
0,6398.0,9140.0,0.0,-2.0,2.0,0.0,0.0,-3.0,3.0,-2.0,2.0,1.0,1.0,-3.0,3.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,1.0,1.0,-3.0,3.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,-2.0,2.0,2742.0
0,6398.0,9141.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,1.0,1.0,1.0,-1.0,1.0,2743.0
0,6398.0,9139.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,-2.0,2.0,-1.0,1.0,-5.0,5.0,2741.0
0,6397.0,9141.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2.0,2.0,1.0,1.0,-2.0,2.0,2744.0
0,6397.0,9140.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,-1.0,1.0,0.0,0.0,-3.0,3.0,2743.0
0,6398.0,9141.0,0.0,1.0,1.0,0.0,0.0,-4.0,4.0,1.0,1.0,2.0,2.0,-2.0,2.0,2743.0
0,6398.0,9141.0,0.0,0.0,0.0,-2.0,2.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,2743.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-1.0,1.0,0.0,0.0,-2.0,2.0,2742.0
0,6398.0,9140.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,2742.0
0,6397.0,9139.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2742.0
0,6397.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2742.0
0,6398.0,9139.0,0.0,1.0,1.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,-3.0,3.0,2741.0
0,6398.0,9139.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2741.0
0,6398.0,9140.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,1.0,1.0,0.0,0.0,-2.0,2.0,2742.0
0,6396.0,9140.0,0.0,-2.0,2.0,-2.0,2.0,-5.0,5.0,0.0,0.0,-1.0,1.0,-1.0,1.0,2744.0
0,6398.0,9140.0,0.0,2.0,2.0,0.0,0.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,2742.0
0,6397.0,9138.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,-2.0,2.0,-2.0,2.0,-4.0,4.0,2741.0
0,6396.0,9140.0,0.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,2.0,2.0,0.0,0.0,-1.0,1.0,2744.0
0,6396.0,9140.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,1.0,1.0,-2.0,2.0,2744.0
0,6396.0,9140.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,1.0,1.0,-2.0,2.0,2744.0
0,6397.0,9139.0,0.0,1.0,1.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,0.0,0.0,-5.0,5.0,2742.0
0,6397.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,-2.0,2.0,2742.0
0,6396.0,9139.0,0.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2743.0
0,6397.0,9138.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,2741.0
0,6397.0,9138.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2741.0
0,6397.0,9139.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,1.0,1.0,1.0,-2.0,2.0,2742.0
0,6397.0,9139.0,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2742.0
0,6397.0,9138.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,2741.0
0,6397.0,9139.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-2.0,2.0,2742.0
0,6396.0,9139.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,0.0,0.0,0.0,0.0,-3.0,3.0,2743.0
0,6396.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,3.0,2743.0
0,6396.0,9137.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,-2.0,2.0,-5.0,5.0,2741.0
0,6395.0,9138.0,0.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,1.0,1.0,0.0,0.0,-5.0,5.0,2743.0
0,6395.0,9139.0,0.0,0.0,0.0,-2.0,2.0,-3.0,3.0,1.0,1.0,1.0,1.0,-3.0,3.0,2744.0
0,6396.0,9139.0,0.0,1.0,1.0,-1.0,1.0,-4.0,4.0,0.0,0.0,0.0,0.0,-1.0,1.0,2743.0
0,6396.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,-4.0,4.0,2743.0
0,6396.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,1.0,1.0,-2.0,2.0,2743.0
0,6396.0,9136.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,-3.0,3.0,-5.0,5.0,2740.0
0,6396.0,9138.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,-1.0,1.0,-1.0,1.0,2742.0
0,6395.0,9137.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-2.0,2.0,-2.0,2.0,2742.0
0,6395.0,9139.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2.0,2.0,2.0,2.0,-1.0,1.0,2744.0
0,6396.0,9139.0,0.0,1.0,1.0,1.0,1.0,-2.0,2.0,0.0,0.0,1.0,1.0,-1.0,1.0,2743.0
0,6396.0,9139.0,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,2743.0
0,6395.0,9138.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-1.0,1.0,-2.0,2.0,2743.0
0,6395.0,9137.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,2742.0
0,6394.0,9138.0,0.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,1.0,1.0,-1.0,1.0,-1.0,1.0,2744.0
0,6395.0,9137.0,0.0,1.0,1.0,-1.0,1.0,-5.0,5.0,-1.0,1.0,1.0,1.0,-5.0,5.0,2742.0
0,6394.0,9138.0,0.0,-1.0,1.0,-2.0,2.0,-4.0,4.0,1.0,1.0,0.0,0.0,-2.0,2.0,2744.0
0,6394.0,9138.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,0.0,0.0,1.0,1.0,-2.0,2.0,2744.0
0,6395.0,9135.0,0.0,1.0,1.0,0.0,0.0,-3.0,3.0,-3.0,3.0,-4.0,4.0,-5.0,5.0,2740.0
0,6395.0,9138.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,3.0,3.0,-1.0,1.0,-3.0,3.0,2743.0
0,6395.0,9137.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-2.0,2.0,-2.0,2.0,2742.0
0,6395.0,9137.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2742.0
0,6395.0,9137.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,-3.0,3.0,2742.0
0,6395.0,9137.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,0.0,0.0,-1.0,1.0,-4.0,4.0,2742.0
0,6395.0,9139.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,2.0,2744.0
0,6395.0,9138.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,-1.0,1.0,0.0,0.0,-2.0,2.0,2743.0
0,6395.0,9137.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2742.0
0,6394.0,9138.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,1.0,1.0,3.0,3.0,-1.0,1.0,2744.0
0,6394.0,9137.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,-1.0,1.0,-2.0,2.0,2743.0
0,6394.0,9137.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,0.0,0.0,0.0,0.0,-2.0,2.0,2743.0
0,6394.0,9136.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2742.0
0,6394.0,9135.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,-1.0,1.0,-2.0,2.0,-5.0,5.0,2741.0
0,6394.0,9137.0,0.0,0.0,0.0,-1.0,1.0,-2.0,2.0,2.0,2.0,0.0,0.0,-3.0,3.0,2743.0
0,6396.0,9137.0,0.0,2.0,2.0,1.0,1.0,-2.0,2.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2741.0
0,6393.0,9138.0,0.0,-3.0,3.0,-2.0,2.0,-4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2745.0
0,6393.0,9138.0,0.0,0.0,0.0,-2.0,2.0,-3.0,3.0,0.0,0.0,1.0,1.0,-2.0,2.0,2745.0
0,6393.0,9138.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,0.0,0.0,0.0,0.0,-2.0,2.0,2745.0
0,6395.0,9137.0,0.0,2.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-3.0,3.0,2742.0
0,6394.0,9137.0,0.0,-1.0,1.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,-2.0,2.0,2743.0
0,6393.0,9136.0,0.0,-1.0,1.0,-1.0,1.0,-4.0,4.0,-1.0,1.0,0.0,0.0,-3.0,3.0,2743.0
0,6394.0,9136.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,1.0,1.0,-3.0,3.0,2742.0
0,6394.0,9136.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,-1.0,1.0,-2.0,2.0,2742.0
0,6394.0,9136.0,0.0,0.0,0.0,-2.0,2.0,-3.0,3.0,0.0,0.0,-1.0,1.0,-2.0,2.0,2742.0
0,6394.0,9136.0,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,0.0,0.0,-2.0,2.0,-3.0,3.0,2742.0
0,6393.0,9137.0,0.0,-1.0,1.0,0.0,0.0,-4.0,4.0,1.0,1.0,-1.0,1.0,-2.0,2.0,2744.0
0,6393.0,9135.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,-2.0,2.0,-3.0,3.0,-3.0,3.0,2742.0
0,6393.0,9136.0,0.0,0.0,0.0,-2.0,2.0,-4.0,4.0,1.0,1.0,-1.0,1.0,-3.0,3.0,2743.0
0,6393.0,9136.0,0.0,0.0,0.0,-1.0,1.0,-3.0,3.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2743.0
0,6393.0,9137.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,1.0,1.0,1.0,-2.0,2.0,2744.0
0,6394.0,9137.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2743.0
0,6394.0,9137.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,2743.0
0,6394.0,9136.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-3.0,3.0,2742.0
0,6392.0,9136.0,0.0,-2.0,2.0,-2.0,2.0,-4.0,4.0,0.0,0.0,0.0,0.0,-3.0,3.0,2744.0
0,6392.0,9136.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2744.0
0,6392.0,9136.0,0.0,0.0,0.0,-1.0,1.0,-4.0,4.0,0.0,0.0,1.0,1.0,-3.0,3.0,2744.0
0,6393.0,9136.0,0.0,1.0,1.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2743.0
0,6393.0,9135.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2742.0
0,6393.0,9137.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2744.0
0,6392.0,9137.0,0.0,-1.0,1.0,-2.0,2.0,-3.0,3.0,0.0,0.0,0.0,0.0,-2.0,2.0,2745.0
0,6392.0,9137.0,0.0,0.0,0.0,-2.0,2.0,-4.0,4.0,0.0,0.0,0.0,0.0,-2.0,2.0,2745.0
0,6393.0,9136.0,0.0,1.0,1.0,-1.0,1.0,-3.0,3.0,-1.0,1.0,0.0,0.0,-3.0,3.0,2743.0
0,6394.0,9135.0,0.0,1.0,1.0,2.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-3.0,3.0,2741.0
0,6393.0,9135.0,0.0,-1.0,1.0,1.0,1.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-2.0,2.0,2742.0
0,6392.0,9135.0,0.0,-1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-3.0,3.0,2743.0
